material_id,elasticity.K_VRH,elasticity.G_VRH,composition
mp-2237,145.0,49.0,Te1 O2
mp-22375,85.0,24.0,In2 S3
mp-2250,164.0,73.0,Zr1 Ni2
mp-22894,25.0,6.0,Ag1 I1
mp-22941,43.0,27.0,Ca1 Cu1 Bi1
mp-22962,15.0,7.0,Cs1 Ti1 Br3
mp-22975,6.0,6.0,Rb2 Te1 Cl6
mp-23054,58.0,26.0,Na1 Bi1 O3
mp-23102,74.0,39.0,Sr2 Cu1 Cl2 O2
mp-23157,41.0,8.0,Bi1
mp-23202,12.0,7.0,In1 I1
mp-23241,54.0,30.0,Y1 Bi1
mp-23279,30.0,3.0,K1 Bi2
mp-23954,27.0,17.0,Na2 H2 Pd1
mp-23959,24.0,15.0,K1 P1 H2 O4
mp-24045,72.0,48.0,Al1 P1 H4 O6
mp-24286,130.0,29.0,Zr1 H2
mp-2515,231.0,97.0,Cr1 Pt3
mp-2516,60.0,29.0,Y1 Zn1
mp-2611,36.0,22.0,Ba1 Ge2
mp-2637,86.0,17.0,Y1 Se1
mp-2644,137.0,69.0,Co1 Sb1
mp-2661,49.0,33.0,Sr1 Si1
mp-27275,73.0,41.0,Li3 B1 O3
mp-274,98.0,55.0,Nb5 Sb4
mp-27606,110.0,71.0,Zr1 As2
mp-27743,15.0,11.0,Bi1 F5
mp-2776,73.0,12.0,Ga2 Au1
mp-28020,12.0,6.0,Al1 Cu1 Cl4
mp-28166,20.0,13.0,K3 Br1 O1
mp-28302,19.0,9.0,K4 Cd1 P2
mp-28835,16.0,11.0,Li1 Sc1 I3
mp-29145,8.0,4.0,H3 N1
mp-2930,192.0,71.0,Mn3 Zn1 C1
mp-2931,110.0,73.0,Li2 Ti1 O3
mp-29403,5.0,4.0,Ga1 Cu1 I4
mp-29481,15.0,4.0,Rb2 W1 Br6
mp-29621,23.0,14.0,Ba5 Bi3
mp-29646,115.0,75.0,Hf1 As2
mp-29920,18.0,10.0,Rb5 Au3 O2
mp-30156,96.0,79.0,Li1 Mg1 N1
mp-30206,13.0,5.0,Cs1 Cl1 O4
mp-30242,79.0,61.0,Mg4 H2 O5
mp-30344,27.0,15.0,Li2 In1 Ag1
mp-30353,205.0,63.0,Ag1 Pt3
mp-30406,67.0,22.0,Li2 Tl1 Au1
mp-30671,121.0,63.0,Ti2 Ga1
mp-30768,31.0,23.0,Li7 Sn3
mp-30835,205.0,72.0,Ta1 Pd2
mp-30856,213.0,68.0,Zn1 Pt3
mp-30871,179.0,27.0,Ta3 Sn1
mp-30876,103.0,40.0,Zr3 Sn1
mp-30933,84.0,46.0,Zr1 Bi1
mp-31018,35.0,21.0,Sr1 Ag1 Bi1
mp-31055,104.0,81.0,Sc3 In1 N1
mp-31086,35.0,19.0,Na1 P5
mp-31148,35.0,25.0,Ba1 Zn1 Sn1
mp-31171,102.0,26.0,Zn2 Ag1 Au1
mp-31185,196.0,122.0,Mn1 Al1 Fe2
mp-31379,106.0,34.0,Zr2 Sb1
mp-31496,47.0,21.0,Li2 Sn2 Au1
mp-31624,187.0,107.0,Sr2 Ta1 Cr1 O6
mp-3173,57.0,40.0,Ca1 Al1 Si1
mp-31756,125.0,75.0,Ba2 Fe1 Re1 O6
mp-32311,15.0,14.0,Re2 Ni1 O8
mp-3271,153.0,101.0,Ti3 Al1 C1
mp-3299,92.0,57.0,Sr1 Fe2 P2
mp-333,162.0,82.0,Hf1 Fe2
mp-3397,64.0,29.0,Ba2 Ti1 O4
mp-3532,64.0,23.0,Cr1 Ag1 Se2
mp-3576,174.0,77.0,Hf1 Ga1 Co2
mp-3597,117.0,53.0,Ba1 Ru1 O3
mp-3637,131.0,61.0,Y1 O1 F1
mp-36779,51.0,55.0,P1 N1 O1
mp-3698,52.0,39.0,Sr1 Al1 Si1
mp-3726,85.0,30.0,Li2 Ga1 Pt1
mp-3732,180.0,134.0,Ti2 C1 S1
mp-37620,116.0,70.0,Li1 Mn1 O2
mp-3802,233.0,146.0,Ta4 Al1 C3
mp-3871,135.0,92.0,Ti2 Sn1 C1
mp-3889,46.0,19.0,Na1 B1 O2
mp-4002,58.0,35.0,Li2 Zr1 F6
mp-401,56.0,37.0,Sc2 S3
mp-4079,102.0,83.0,Sc3 Al1 C1
mp-4259,97.0,60.0,Ca1 Co2 Ge2
mp-430,152.0,85.0,Ti1 O2
mp-4354,40.0,14.0,Tl1 Ni2 Se2
mp-4396,28.0,10.0,Ba1 N2 O6
mp-4531,27.0,13.0,Na1 N1 O3
mp-4541,63.0,31.0,Na1 Cu1 O2
mp-4573,30.0,18.0,Tl1 Sb1 Te2
mp-458,216.0,87.0,Ti2 O3
mp-463,29.0,17.0,K1 F1
mp-4630,108.0,47.0,Li2 Ru1 O3
mp-4651,168.0,102.0,Sr1 Ti1 O3
mp-4668,40.0,24.0,K1 Co2 Se2
mp-47,436.0,525.0,C1
mp-4753,142.0,89.0,Al2 Si1 O5
mp-48,122.0,96.0,C1
mp-4826,121.0,63.0,Ca1 Cu1 O2
mp-4897,124.0,32.0,Sc1 Sn1 Pd2
mp-5012,76.0,51.0,Li2 Si1 O3
mp-504600,19.0,8.0,Na1 H4 Cl1 O2
mp-505572,113.0,65.0,Al13 Cr4 Si4
mp-505804,93.0,50.0,Ti2 Cu1 Sb3
mp-510409,177.0,104.0,Ti1 Si1 Ni1
mp-5146,174.0,58.0,Zn1 Rh2 O4
mp-530399,196.0,121.0,Li1 Al5 O8
mp-5305,67.0,30.0,Cu1 As1 S1
mp-538,20.0,11.0,Ca1 Ag1
mp-5414,23.0,15.0,Na1 Sb1 S2
mp-542640,143.0,54.0,Ge1 Pt1
mp-542909,264.0,83.0,Mn1
mp-546633,46.0,8.0,K1 Cl1 O4
mp-548469,58.0,35.0,Ba1 Zn1 S1 O1
mp-551685,58.0,20.0,Pb2 O1
mp-552454,177.0,119.0,Sr1 Ta1 N1 O2
mp-553932,20.0,24.0,Ga1 P1 O4
mp-554278,181.0,61.0,Ti1 O2
mp-5566,67.0,30.0,K1 Cu1 F3
mp-557133,74.0,21.0,Cs2 K1 Mo1 F6
mp-557397,10.0,16.0,K2 Mn1 F6
mp-557686,72.0,32.0,Zr1 V1 F6
mp-560963,37.0,34.0,Rb2 Na1 Mo1 F6
mp-560976,75.0,40.0,K1 Ni1 F3
mp-5615,53.0,36.0,Ca1 Ag1 As1
mp-563,364.0,174.0,C3 N4
mp-567551,214.0,187.0,Si1 C1
mp-567767,86.0,35.0,Co1 C1 N2
mp-567817,13.0,11.0,Hf1 Ge1 Te4
mp-568284,13.0,7.0,Sr1 I2
mp-568607,121.0,94.0,Al5 Mo1
mp-569204,31.0,12.0,Tl1 Cu2 Te2
mp-569484,8.0,5.0,Cs3 Ti2 Cl9
mp-569544,93.0,57.0,Zr1 Te1
mp-569594,251.0,112.0,Fe7 Mo6
mp-569849,30.0,21.0,Li15 Si4
mp-570684,265.0,94.0,Zr1 Os2
mp-570835,51.0,27.0,Ni1 Hg4
mp-571160,65.0,20.0,Tl2 Pt1
mp-571353,36.0,15.0,Ba1 Sn5
mp-571566,46.0,42.0,Li2 Zn1 Si1
mp-571599,60.0,20.0,Ba1 Bi2 Pd2
mp-573,91.0,34.0,Ni3 Se4
mp-5840,119.0,79.0,Li1 Sc1 O2
mp-5878,69.0,34.0,K1 Zn1 F3
mp-592,212.0,107.0,Ti1 Ru1
mp-5920,61.0,51.0,Li1 Al1 Ge1
mp-5933,140.0,76.0,Ba1 Ti1 O3
mp-5967,142.0,75.0,Ti1 Co1 Sb1
mp-600124,109.0,46.0,Mn1 Ni1 Sb1
mp-604908,16.0,10.0,Co1 Se1
mp-605034,16.0,10.0,K2 Ni1 F6
mp-6065,174.0,93.0,Sr2 Ga1 Sb1 O6
mp-608366,13.0,7.0,Cu1 N6
mp-608555,3.0,4.0,Cs2 Sn1 Cl6
mp-615314,201.0,103.0,Sc1 Co1 C2
mp-616378,16.0,7.0,Cs1 Sn1 I3
mp-6179,35.0,19.0,K1 Li1 S1 O4
mp-620571,61.0,23.0,Ca1 In1 Pd1
mp-629397,219.0,84.0,Fe1 Ni1 N1
mp-631303,209.0,65.0,In1 Re1 Ge1
mp-632442,141.0,89.0,Al4 C3
mp-633538,195.0,119.0,B9 C1
mp-636334,177.0,55.0,Sn1 Rh2
mp-640266,92.0,42.0,Ca3 Al2 O6
mp-641365,81.0,30.0,Pb1 W1 O4
mp-643265,6.0,3.0,Re1 F7
mp-643754,35.0,11.0,Hg1 H2 N1 Cl1
mp-644264,61.0,44.0,Ca4 Mg4 Fe3 H22
mp-649,267.0,92.0,Fe1 Pt3
mp-650,146.0,132.0,Be5 Pd1
mp-6564,86.0,43.0,Sr2 Mg1 Si2 O7
mp-6586,52.0,28.0,K2 Na1 Al1 F6
mp-672371,165.0,49.0,Ni3 Sb1
mp-675271,12.0,4.0,Na2 C1 O5
mp-675531,22.0,21.0,Na1 Bi1 S2
mp-675748,42.0,25.0,Zn2 Ge1 S4
mp-676512,50.0,27.0,Na3 Al1 F6
mp-684597,59.0,27.0,In1 Sb1
mp-685146,35.0,13.0,Cd1 Te1
mp-6870,51.0,36.0,K1 Be2 B1 O3 F2
mp-690789,13.0,11.0,K3 Re1 H6
mp-6950,27.0,17.0,Ba1 Sb3
mp-6959,20.0,12.0,Ga2 Ni1 S4
mp-7032,208.0,121.0,Hf1 Mo1 P1
mp-704645,146.0,25.0,Cu1 O1
mp-715493,74.0,34.0,V4 O7
mp-728,48.0,21.0,Li2 Pd1
mp-7298,91.0,36.0,Li1 Cu2 P2
mp-7302,124.0,100.0,Cr1 P4
mp-7359,43.0,28.0,Ba1 Ag1 As1
mp-7440,28.0,13.0,Na1 P1
mp-7506,224.0,133.0,Cr5 Si3
mp-752730,64.0,30.0,Ba2 Ge1 O4
mp-752927,80.0,27.0,Li1 Ag1 F2
mp-754009,98.0,46.0,Sc1 Bi1 O3
mp-754134,204.0,96.0,Hf1 Zr1 O4
mp-754165,179.0,83.0,Sc1 Ga1 O3
mp-754515,33.0,23.0,Ba1 Mg1 Ge1
mp-754516,65.0,33.0,Li1 Ni1 P1
mp-754553,132.0,57.0,Zn3 N2
mp-754741,109.0,50.0,Zr1 O2
mp-755144,53.0,36.0,Na1 Li1 O1
mp-755175,189.0,125.0,Al2 O3
mp-755300,207.0,51.0,Ti1 O1
mp-755318,157.0,53.0,Sc1 H1 O2
mp-755352,106.0,68.0,Li2 Hf1 O3
mp-755895,119.0,66.0,Ba3 Zr2 O7
mp-756132,21.0,6.0,Cu1 Sb2 O4
mp-7573,335.0,208.0,Co1 B2 W2
mp-7576,187.0,116.0,Cr1 Si1
mp-758741,133.0,65.0,Li1 Fe2 P2
mp-7618,29.0,14.0,Cs3 Y1 F6
mp-765508,109.0,51.0,V3 O4 F2
mp-770690,123.0,49.0,Mn3 Te1 O6
mp-774192,107.0,71.0,Li2 V1 O3
mp-776651,36.0,71.0,Mn3 Ni1 O4
mp-7781,69.0,37.0,Ca1 Zr1 S3
mp-7801,107.0,30.0,Ca1 Ge1 N2
mp-7804,255.0,159.0,Hf1 Co3 B2
mp-7832,342.0,196.0,B1 W1
mp-783905,75.0,33.0,Na1 V2 O4
mp-7846,65.0,50.0,Zn3 P2
mp-7848,26.0,25.0,Al1 P1 O4
mp-7863,24.0,18.0,Rb2 Sn2 O3
mp-7881,27.0,8.0,Sr1 Cd2 Ge2
mp-7898,23.0,7.0,Rb3 As1
mp-7928,36.0,18.0,K2 Pt1 S2
mp-7940,57.0,36.0,K1 Nb1 Se2
mp-811,148.0,63.0,Ba1 Pt5
mp-8159,46.0,16.0,Tl1 Cu4 S3
mp-8177,88.0,15.0,Hg1 F2
mp-8200,62.0,26.0,Ag1 P2
mp-8237,55.0,28.0,Ba1 As2 Pd2
mp-8262,9.0,11.0,K2 P3
mp-8280,45.0,33.0,Ba1 Mg2 As2
mp-830,177.0,104.0,Ga1 N1
mp-839,186.0,73.0,V3 Au1
mp-8577,100.0,85.0,Sc3 Ga1 C1
mp-861639,193.0,64.0,Ti2 Co1 Ir1
mp-861640,172.0,72.0,Ti2 Al1 Re1
mp-862600,216.0,114.0,Be2 Pt1 Rh1
mp-862609,233.0,109.0,Sc1 Re1 Tc2
mp-862710,101.0,29.0,Sc2 Cd1 Tc1
mp-862716,62.0,21.0,Li1 Ag3
mp-862717,94.0,33.0,Li1 Al1 Au2
mp-864650,272.0,133.0,Ta2 Os1 W1
mp-864896,164.0,69.0,Zr2 Co1 Tc1
mp-864903,197.0,87.0,Mg1 Ta1 Ru2
mp-864949,195.0,90.0,Mn1 Ga1 Rh2
mp-864951,258.0,144.0,Mn1 Al1 Os2
mp-865162,161.0,68.0,Mg1 Ge1 Rh2
mp-865163,213.0,66.0,Hf1 Be1 Rh2
mp-865430,41.0,25.0,Y1 Te1
mp-865442,244.0,104.0,Ti1 Al1 Os2
mp-865444,91.0,36.0,Li1 Sc2 Pt1
mp-865499,278.0,129.0,V2 Tc1 Os1
mp-865548,159.0,68.0,Ti1 In1 Co2
mp-865650,206.0,94.0,Ti2 Tc1 Ru1
mp-865659,94.0,36.0,Y2 Zn1 Ir1
mp-865712,177.0,66.0,Ti2 Mn1 Ni1
mp-865728,192.0,79.0,Ti2 Re1 Ni1
mp-865798,127.0,47.0,Ga1 Cu3
mp-865888,202.0,108.0,Ti1 Sn1 Ru2
mp-865912,100.0,33.0,Li1 Zn2 Rh1
mp-865924,102.0,11.0,Li1 Zr1 Au2
mp-865933,295.0,102.0,Li1 Si1 Ir2
mp-865935,33.0,19.0,Li2 Mg1 Sn1
mp-866083,196.0,116.0,Zr3 N2
mp-866121,246.0,107.0,V3 Os1
mp-867187,176.0,79.0,Sc1 In1 Ir2
mp-867206,83.0,19.0,Li1 Cd2 Pt1
mp-867251,103.0,27.0,Li1 Zn2 Pt1
mp-867262,214.0,91.0,Sc1 Tc3
mp-867263,67.0,16.0,Sc1 Cd1 Hg2
mp-867780,107.0,83.0,Al3 Cr1
mp-867835,223.0,123.0,Be1 Si1 Ru2
mp-867917,199.0,67.0,Cu1 Ge1 Rh2
mp-8753,17.0,9.0,K4 Hg1 P2
mp-8873,74.0,62.0,Li1 Ge1 B1 O4
mp-8996,180.0,111.0,Sc3 Ru1 C4
mp-9027,56.0,36.0,Ti1 S2
mp-9124,55.0,40.0,Li1 Zn1 As1
mp-9208,280.0,237.0,V2 B3
mp-924130,122.0,68.0,Ti1 Ni1 Sn1
mp-930,134.0,76.0,Zr1 P1
mp-9379,33.0,29.0,Sr1 Sn2 As2
mp-9381,114.0,60.0,Zr6 Fe1 Te2
mp-945184,42.0,21.0,Y1 Cu1 Te2
mp-9459,101.0,52.0,Y4 C5
mp-95,12.0,6.0,Sr1
mp-9568,35.0,33.0,Li3 Ga2
mp-961685,35.0,23.0,Na1 Ca1 As1
mp-9635,46.0,11.0,Ag2 Hg1 S2
mp-971669,82.0,44.0,Fe1 Sb3
mp-972205,241.0,124.0,V2 Mo1 Os1
mp-972222,208.0,112.0,Ta1 Be1 O3
mp-972810,278.0,97.0,Si1 Tc2 W1
mp-972876,63.0,34.0,Sc3 Cd1
mp-972914,84.0,31.0,Sc2 Al1 Cd1
mp-973185,132.0,40.0,Sc1 Ag1 O2
mp-973267,112.0,92.0,K1 Tc1 O3
mp-973471,143.0,112.0,K1 Re1 O3
mp-974370,273.0,124.0,Pt1 Rh3
mp-974842,158.0,39.0,K1 Pt1 O3
mp-975346,83.0,48.0,Rb1 Mn1 O3
mp-975608,55.0,37.0,Li2 Tl1 Pt1
mp-976106,99.0,57.0,Hf3 Tl1
mp-976262,25.0,16.0,Li1 Mg1
mp-976273,129.0,84.0,Hf3 Ge2
mp-976598,106.0,61.0,Li1 Hf2 Ir1
mp-976923,269.0,73.0,Na1 Re1 O3
mp-976968,63.0,36.0,Na1 Pd1 O3
mp-977218,21.0,10.0,Li2 Mg1
mp-977408,177.0,93.0,Nb1 Tl1 O3
mp-977436,202.0,68.0,Zr1 Al1 Ru2
mp-977549,193.0,86.0,Zr2 Os1 Ru1
mp-978283,22.0,25.0,Mg3 In1
mp-978293,69.0,16.0,Mg3 Pb1
mp-979435,46.0,26.0,Y1 Mg2 Sc1
mp-981379,54.0,28.0,Zn3 Cd1 S4
mp-982040,85.0,65.0,K1 Bi1 O3
mp-985806,100.0,47.0,Al2 Cu1
mp-989539,54.0,16.0,Rb2 Al1 Tl1 H6
mp-989592,77.0,45.0,Sr6 Sn2 N1 F1
mp-990440,82.0,51.0,Na2 Zr1 O3
mp-9954,127.0,66.0,Hf1 As1
mp-996979,68.0,28.0,Ba1 Ag1 O2
mp-996983,65.0,17.0,Ag1 Au1 O2
mp-998866,331.0,162.0,C1
mp-998908,222.0,85.0,Ti1 N1
mp-998970,217.0,44.0,Ti1 Fe2 Sb1
mp-998987,122.0,37.0,Ti3 Ge1
mp-999264,294.0,138.0,Re1 N1
mp-999388,216.0,91.0,Nb1 C1
mvc-11155,188.0,78.0,Al1 Ni1 O3
mvc-11198,186.0,45.0,Y1 Ti1 O3
mvc-14714,97.0,29.0,Zn1 Mo1 F6
mvc-3769,122.0,37.0,Y1 Mo1 O3
mp-10000,131.0,74.0,Hf2 S1
mp-10015,295.0,130.0,Si1 Os1
mp-1002083,3.0,4.0,Cs1 K1 I1 Cl1
mp-1005,212.0,133.0,Fe1 P1
mp-10059,244.0,130.0,Zr1 Co3 B2
mp-1007691,179.0,56.0,Hf1 Pt1
mp-1007730,105.0,51.0,Hf1 Al3
mp-1007974,193.0,99.0,Cr1 Ni3
mp-1008918,143.0,48.0,Cd1 N1
mp-1008920,186.0,27.0,Mn2 Ge1
mp-1009134,240.0,161.0,Mn1 Fe1
mp-1009533,175.0,22.0,Pd1 C1
mp-1011860,42.0,25.0,Na2 Co1 P2 O7
mp-1013533,39.0,27.0,Ba3 P1 N1
mp-1013710,17.0,7.0,Ba3 Bi1 N1
mp-1013736,18.0,10.0,Ba3 Bi2
mp-1014373,102.0,20.0,Cr1 N2
mp-10159,14.0,7.0,K3 Sb1
mp-1016821,178.0,122.0,Ba1 Si1 O3
mp-1016840,167.0,58.0,Hg1 Os1 O3
mp-10175,43.0,24.0,K1 Cd1 F3
mp-1017542,282.0,110.0,Zr1 Os3
mp-1017552,117.0,30.0,Bi2 O3
mp-1018057,111.0,65.0,Hf1 Be1
mp-1018075,103.0,61.0,Fe1 Se1
mp-1018104,78.0,28.0,Zr2 Cd1
mp-1018643,192.0,14.0,Y1 B1 Pd3
mp-1018850,362.0,203.0,Os1 C2
mp-10189,38.0,25.0,Li1 Ti1 Te2
mp-1019089,31.0,19.0,K1 Mg1 As1
mp-1019097,161.0,59.0,Si1 C2
mp-1021327,13.0,14.0,K1 Li1 I1 Cl1
mp-10245,153.0,83.0,Hf3 Cu4 Si4
mp-10250,69.0,42.0,Ba1 Li1 F3
mp-1025168,19.0,3.0,Ru1 F6
mp-1025219,44.0,31.0,Ti2 V1 Te4
mp-1025272,212.0,79.0,Zn1 P1 Pt5
mp-1025280,78.0,44.0,Sr2 Cu1 O2 F2
mp-1025524,44.0,81.0,Zr2 Tl1 C1
mp-1029309,38.0,22.0,Na2 Hf1 N2
mp-1029337,147.0,75.0,Zr2 Se1 N2
mp-1029375,48.0,11.0,Ba1 C1 N2
mp-1029536,149.0,69.0,Mg1 Zr1 N2
mp-1029655,57.0,30.0,Sr3 W1 N3
mp-1029702,162.0,77.0,Mg1 Ti1 N2
mp-1029791,120.0,61.0,Mg1 Sn1 N2
mp-1029799,73.0,33.0,Sr4 Ti1 N4
mp-1029826,84.0,64.0,Li6 Os1 N4
mp-1029903,112.0,58.0,Li1 Nb1 N2
mp-10326,15.0,12.0,Zn1 Re2 O8
mp-1039073,40.0,13.0,Mg3 Bi1
mp-1039447,23.0,9.0,Ca1 Zn1
mp-10445,68.0,32.0,Sc6 Fe1 Te2
mp-10455,84.0,53.0,Y1 Ti1 Ge1
mp-10457,169.0,92.0,Hf1 Si1 Pd1
mp-105,43.0,17.0,Te1
mp-10635,50.0,23.0,Sn1 Sb1
mp-10676,102.0,74.0,Sc2 Al1 Si2
mp-1073,31.0,15.0,Ca1 Cd1
mp-10746,98.0,64.0,Mg2 Cu3 Si1
mp-1082,320.0,215.0,V1 Ir3
mp-10847,90.0,47.0,Ni1 Sb1 Se1
mp-10892,123.0,41.0,Mn1 Al1 Pt1
mp-10901,129.0,63.0,Al3 Pd2
mp-11169,99.0,50.0,Ba1 P2 Ir2
mp-11175,30.0,16.0,Li1 Zn1 P1 S4
mp-11237,82.0,32.0,Sc1 Ag1
mp-11280,122.0,59.0,Ti1 Be12
mp-11313,77.0,28.0,Zr1 Cd3
mp-1136,22.0,14.0,Na3 As1
mp-11364,128.0,44.0,Ti1 Cu1
mp-1139,260.0,133.0,Co3 Mo1
mp-11471,76.0,29.0,Sc1 Hg1
mp-11560,202.0,103.0,Ti1 Si1 Ru1
mp-1157,214.0,76.0,Ta1 Ni2
mp-11687,26.0,17.0,V1 Te2
mp-11696,134.0,74.0,As3 W2
mp-11734,159.0,78.0,Sr2 Mg1 Re1 O6
mp-11754,72.0,32.0,Sc6 Te2 Os1
mp-11883,196.0,58.0,Mg1 Ir2
mp-1190,58.0,28.0,Zn1 Se1
mp-11918,112.0,63.0,Ca1 Be2 N2
mp-1222,196.0,156.0,Cr1 Si2
mp-12265,66.0,26.0,Sr1 Cu1 F4
mp-12335,96.0,33.0,Mn1 C1 N2
mp-1253,36.0,21.0,Ba1 Se1
mp-12557,56.0,41.0,Sr1 Cu1 As1
mp-12674,117.0,30.0,Mn1 Au1
mp-12741,115.0,42.0,Mg1 Pd2
mp-12798,206.0,92.0,Ni3 Pt1
mp-12906,50.0,31.0,Sr3 Cr1 N3
mp-12923,97.0,34.0,Sr1 P1 Ir1
mp-12972,119.0,59.0,Zr6 Sb2 Pt1
mp-13097,39.0,21.0,Na1 Zn1 As1
mp-13099,115.0,39.0,Y1 N1
mp-134,83.0,24.0,Al1
mp-13649,34.0,13.0,Cs2 Ag1 F4
mp-1371,64.0,25.0,Sn3 Pd1
mp-1387,159.0,10.0,Al1 V3
mp-1391,74.0,23.0,Ag2 F1
mp-13944,104.0,101.0,Li3 Al1 N2
mp-13946,22.0,10.0,Rb2 Zr1 F6
mp-14115,121.0,48.0,Li1 Rh1 O2
mp-14205,24.0,11.0,K3 Cu3 As2
mp-1439,204.0,81.0,Ti1 O2
mp-1459,338.0,238.0,Ta1 N1
mp-14763,88.0,51.0,Ca3 Mn1 N3
mp-1487,162.0,72.0,Al1 Ni1
mp-1541,49.0,43.0,Be1 Se1
mp-15624,33.0,22.0,Sr2 Sb1
mp-15659,135.0,27.0,Sb2 Pt3
mp-15660,289.0,144.0,Nb4 C3
mp-15661,112.0,66.0,Sc4 C3
mp-15668,21.0,12.0,Na1 Se1
mp-15697,30.0,24.0,Sr2 As1
mp-15722,308.0,175.0,Fe2 B4 Mo1
mp-1592,52.0,14.0,Ag2 Te1
mp-15986,133.0,65.0,Hf1 Cu2 P2
mp-16271,38.0,14.0,Li2 Cd1 Sb1
mp-1652,139.0,55.0,Zn1 Pd1
mp-16726,42.0,33.0,Li1 B1
mp-16905,29.0,15.0,Ba2 Mn1 Te3
mp-16960,206.0,85.0,Al1 Pt2
mp-1769,104.0,29.0,Sb1 Pd1
mp-18468,219.0,114.0,Mn5 Si1 C1
mp-18740,85.0,26.0,V2 Cd2 O7
mp-18817,69.0,42.0,Ni1 Se1 O4
mp-19035,116.0,75.0,Ba1 Fe1 O3
mp-191,109.0,42.0,Y1 Rh1
mp-19282,144.0,59.0,Sr2 Zn1 W1 O6
mp-19438,40.0,23.0,Li1 Mn1 O4
mp-1958,39.0,23.0,Sr1 Te1
mp-19717,40.0,24.0,Te1 Pb1
mp-19824,78.0,55.0,Ca1 Mn2 Ge2
mp-19857,85.0,47.0,Ba1 Mn2 P2
mp-19895,88.0,42.0,Ni1 Sb2
mp-19929,104.0,41.0,Mg1 In1 Ni2
mp-19968,48.0,31.0,Ca1 In2 Cu1
mp-20007,144.0,60.0,Mn1 Ni1 Ge1
mp-20067,65.0,38.0,Na5 Os1 O6
mp-2008,134.0,110.0,Fe1 As2
mp-20146,133.0,60.0,Zr2 Ni2 Sn1
mp-20261,42.0,20.0,Mn1 Ga2 Se4
mp-20268,150.0,69.0,Ti1 Ge1 Pd1
mp-20279,44.0,20.0,Nb1 In1 Se2
mp-20325,145.0,92.0,Ti3 In1 C1
mp-2033,197.0,73.0,Ni3 N1
mp-20354,80.0,49.0,Mg1 Mn1 Ge1
mp-20408,22.0,13.0,In1 Ga1 Te2
mp-20418,220.0,73.0,Si1 Rh2
mp-20463,68.0,19.0,Ca1 Pb1 F6
mp-20474,70.0,27.0,Mn1 Cu2 Ge1 S4
mp-20489,105.0,50.0,Sr1 Pb1 O3
mp-21017,76.0,58.0,Y3 Pb1 C1
mp-21026,72.0,17.0,Li2 In1 Pt1
mp-21075,236.0,180.0,Hf1 C1
mp-21171,190.0,80.0,Mn1 Ga1 Co2
mp-21235,187.0,83.0,Mn2 V1 Ga1
mp-2128,56.0,23.0,Sn4 Pd1
mp-21413,47.0,26.0,Rb1 Mn1 P1
mp-21445,84.0,35.0,Ba3 In2 O5 F2
mp-21476,244.0,89.0,Fe2 N1
mp-2157,279.0,142.0,Co3 W1
mp-2172,70.0,39.0,Al1 As1
mp-2192,262.0,47.0,B1 Pt1
mp-2201,47.0,27.0,Pb1 Se1
mp-22221,183.0,34.0,Mn1 Cu2 Sn1
mp-22426,132.0,72.0,Sc1 Si1 Ni1
mp-2243,180.0,96.0,Nb1 S1
mp-22478,145.0,73.0,Fe1 Ge1
mp-22488,257.0,110.0,Co2 C1
mp-22566,47.0,22.0,Tl1 In1 S2
mp-22589,70.0,32.0,Ti1 Fe1 Sn1
mp-2271,124.0,68.0,Na1 Pt2
mp-22792,84.0,20.0,Mn1 Te1 Pd1
mp-22817,12.0,23.0,Ta1 Te4
mp-2283,131.0,44.0,Zr1 Co1
mp-2285,84.0,35.0,Te2 Ir1
mp-2286,34.0,27.0,Li2 Se1
mp-22917,7.0,5.0,Cu1 Br1
mp-22958,15.0,10.0,K1 Br1 O3
mp-22979,163.0,89.0,Ga1 Bi1 O3
mp-23046,44.0,17.0,Sr1 I1 F1
mp-2331,295.0,225.0,B2 Mo1
mp-23406,8.0,5.0,Cs2 Pt1 Cl6
mp-2354,119.0,68.0,Ti3 Hg1
mp-239,33.0,19.0,Ba1 S3
mp-2432,30.0,19.0,Ca1 Mg2
mp-2451,72.0,50.0,Y1 Al3
mp-24517,17.0,13.0,Rb2 Ca1 H4
mp-251,327.0,127.0,Ta1 N1
mp-2572,26.0,16.0,Sr1 Mg2
mp-2598,107.0,60.0,Ta5 Sb4
mp-265,325.0,212.0,Ta1 Ir3
mp-2672,32.0,15.0,K2 O2
mp-2682,104.0,58.0,Sb2 Rh1
mp-27164,138.0,112.0,Fe1 P4
mp-2733,141.0,104.0,Al8 Mo3
mp-27335,41.0,23.0,Na1 Al1 Si1
mp-27471,136.0,73.0,Nb1 P1 S1
mp-27519,5.0,3.0,Se1 O3
mp-27546,57.0,27.0,Ca1 Cl1 F1
mp-27632,8.0,7.0,K2 Tc1 Cl6
mp-27719,185.0,44.0,Al2 Cu1 O4
mp-2781,114.0,38.0,Sc1 Pd1
mp-28174,4.0,2.0,Pd1 S2 Cl6
mp-2852,416.0,381.0,C3 N4
mp-28593,36.0,37.0,Li3 Br1 O1
mp-28610,12.0,6.0,Cs1 Ag1 Cl3
mp-28782,24.0,10.0,Na3 P1 S4
mp-28895,88.0,34.0,Ba1 P4 Pd2
mp-29131,82.0,51.0,V1 Se1
mp-2932,156.0,98.0,Y2 Si4 Mo3
mp-29364,97.0,65.0,Li5 Sb1 O5
