material_id,elasticity.K_VRH,elasticity.G_VRH,composition
mp-867167,64.0,18.0,Li1 Ca2 Tl1
mp-867233,119.0,44.0,Sc2 Zn1 Ir1
mp-867292,222.0,92.0,Ga2 Ru1 Rh1
mp-867317,141.0,50.0,Cu3 Si1
mp-867792,349.0,155.0,Re1 Ir3
mp-867829,179.0,82.0,Li1 V1 Rh2
mp-867878,216.0,124.0,Al1 Fe2 Si1
mp-867909,139.0,49.0,Sc1 Cd1 Rh2
mp-8765,39.0,18.0,Na2 Co1 S2
mp-8874,83.0,68.0,Li1 Si1 B1 O4
mp-891,218.0,82.0,Ta1 Ni3
mp-8962,34.0,14.0,Rb2 Hg1 F4
mp-9025,93.0,44.0,Y1 Si1 Au1
mp-9321,58.0,30.0,Ba2 Hf1 S4
mp-9325,53.0,32.0,Sr3 Mn1 N3
mp-9339,188.0,109.0,Nb1 P1
mp-9350,100.0,44.0,Sc1 Ge1 Au1
mp-94,42.0,16.0,Cd1
mp-9579,25.0,13.0,Al1 Tl1 Se2
mp-961649,113.0,76.0,Zr1 Fe1 Te1
mp-961698,66.0,34.0,Li1 Zn1 P1
mp-971738,182.0,49.0,Zn1 Cu1 Ni2
mp-971752,108.0,72.0,Zn1 Cr3
mp-972042,96.0,40.0,Zn3 Cu1
mp-972069,118.0,63.0,Ti3 Ga1
mp-972326,265.0,133.0,Tc1 Pt3
mp-972828,139.0,51.0,Cu3 Si1
mp-972907,79.0,36.0,Sc2 Al1 Ag1
mp-972966,121.0,37.0,Sc2 Os1 Au1
mp-974326,334.0,204.0,Os1 Ru3
mp-974341,242.0,105.0,Ru1 Rh3
mp-974415,346.0,21.0,Re3 Pb1
mp-974435,361.0,198.0,Re3 N1
mp-974584,195.0,44.0,Re1 Au3
mp-975028,14.0,10.0,Rb3 Cd1
mp-975106,59.0,35.0,Rb2 Bi2 O5
mp-975138,175.0,117.0,Rb1 W1 O3
mp-976322,59.0,21.0,Li3 Pt1
mp-9768,55.0,24.0,Ba1 Sb2 Pd1
mp-976847,171.0,49.0,Ni3 Sb1
mp-977107,251.0,87.0,Na1 Ru1 O3
mp-977380,45.0,28.0,Li1 Mg2 Pd1
mp-977399,79.0,34.0,Li1 Mg1 Pd2
mp-977425,258.0,94.0,Ta2 Cr1 Ru1
mp-977566,97.0,31.0,Mg1 Sc1 Pd2
mp-978952,225.0,100.0,Sn1 Pb1 O3
mp-979751,187.0,72.0,Ta1 Ti1 Fe2
mp-981103,77.0,59.0,Sr3 Cd1 O4
mp-981210,102.0,27.0,Tl3 V1
mp-981539,178.0,33.0,Hf2 Ir1 Pd1
mp-983430,212.0,32.0,Hf1 Zn1 Pt2
mp-983565,77.0,49.0,Cu1 B1 Se2
mp-984,103.0,75.0,B1 N1
mp-988939,74.0,17.0,Al1 As1
mp-989404,20.0,17.0,Ca6 In2 N1 F1
mp-989536,2.0,33.0,Cs2 Li1 N1 F6
mp-989570,29.0,16.0,Cs2 Ca1 Sn1 Cl6
mp-989578,52.0,36.0,Rb2 Na1 In1 F6
mp-990076,233.0,149.0,P2 O5
mp-991,375.0,151.0,W1 N1
mp-996,281.0,103.0,Os1 O2
mp-996975,106.0,16.0,Cu1 Ag1 O2
mp-997034,77.0,33.0,Ba1 Cu1 O2
mp-997085,126.0,45.0,Sr1 Ag1 O2
mp-9988,193.0,97.0,Nb2 C1 S1
mp-999053,161.0,42.0,Ti2 Ga1 Ni1
mp-999067,136.0,45.0,Ti2 Co1 Ge1
mp-999355,223.0,40.0,Nb1 N1
mp-999377,248.0,137.0,Nb1 C1
mvc-4607,111.0,39.0,Mo2 O5
mp-10009,39.0,22.0,Ga1 Te1
mp-1001023,83.0,45.0,Be1 C2
mp-1002069,21.0,13.0,Na1 Li1 I1 Cl1
mp-1007760,59.0,46.0,Ge1
mp-1007821,189.0,58.0,Ga1 Co2 Ni1
mp-1008280,259.0,150.0,Cr1 Co3
mp-1008374,320.0,224.0,C1
mp-1008610,172.0,31.0,Au1 N1
mp-1008635,249.0,11.0,W1 C1
mp-1009540,256.0,18.0,Os1 C1
mp-1009696,245.0,51.0,Rh1 C1
mp-1009731,403.0,150.0,Re1 C1
mp-1009756,40.0,17.0,Ca2 Pb1
mp-1009813,59.0,38.0,Si1 Sn1
mp-1009820,121.0,85.0,Sn1 C1
mp-1009829,105.0,35.0,Be2 Si1
mp-1009831,355.0,199.0,Ta1 N1
mp-10125,160.0,59.0,Sb1 Ir1
mp-1012551,29.0,12.0,Ba1 Br1 Cl1
mp-1012640,174.0,104.0,Cr1 Fe1 Co1 Ni1
mp-1013528,39.0,22.0,Ba3 N2
mp-1013540,36.0,21.0,Ca3 P1 N1
mp-10136,253.0,189.0,Ti2 Re1 B2
mp-1016820,66.0,66.0,Mg1 Sn1 O3
mp-1016846,239.0,53.0,Ti1 Cd1 O3
mp-1016849,133.0,47.0,Cd1 Ru1 O3
mp-1016851,108.0,40.0,Hg1 Ru1 O3
mp-1016883,228.0,56.0,Zr1 Zn1 O3
mp-1017000,197.0,78.0,Mg1 Zr1 O3
mp-1017626,85.0,31.0,Li1 Ca1 F3
mp-1018062,188.0,67.0,Fe1 Sn1 Rh2
mp-1018080,120.0,57.0,Cr1 Co2 Bi1
mp-10181,149.0,43.0,Li1 Si1 Ni2
mp-1018134,12.0,6.0,Li1
mp-1019054,342.0,193.0,Re1 C2
mp-1019259,14.0,26.0,Sr1 Sn1 Hg1
mp-1020,260.0,153.0,Ta1 Rh3
mp-1020019,89.0,60.0,Li2 P1 N1 O2
mp-10201,155.0,135.0,Ge2 Mo1
mp-10208,189.0,104.0,Ni1 Mo1 P2
mp-10212,81.0,56.0,Sc1 Ge2
mp-1021431,12.0,6.0,Cs1 Na1 I1 Cl1
mp-1023129,40.0,17.0,K1 Cu1 Cl3
mp-1025150,28.0,15.0,Cu2 W1 Se4
mp-1025191,90.0,41.0,Sc1 Ga5 Ni1
mp-1025261,135.0,55.0,Mg1 P1 Pd5
mp-1025286,49.0,17.0,Rb2 Zn1 F4
mp-1025353,178.0,44.0,Tl1 As1 Pt5
mp-1025497,171.0,131.0,Al1 V2 C1
mp-10271,217.0,113.0,Zn1 Co3 C1
mp-1029258,120.0,80.0,Ca1 Zn2 N2
mp-1029357,67.0,33.0,Na1 Zn1 N1
mp-1029448,70.0,39.0,Li5 Os1 N4
mp-1029562,86.0,58.0,Li3 In1 N2
mp-1029776,85.0,39.0,Li2 Ge1 N2
mp-1029943,80.0,51.0,Ca3 Ga1 N3
mp-1038767,36.0,14.0,Mg1 Cd1
mp-1038829,39.0,12.0,Mg1 Cd1
mp-1039198,41.0,8.0,Mg3 Bi1
mp-10654,52.0,9.0,Te1
mp-10739,221.0,103.0,Ti1 P1 Ru1
mp-10872,139.0,19.0,Hf1 Al1 Au2
mp-10877,93.0,63.0,Ca1 Al8 Cu4
mp-10890,64.0,44.0,Li1 Al3
mp-11192,184.0,142.0,Ta1 Si2
mp-11202,59.0,35.0,Y6 Fe1 Sb2
mp-11261,86.0,33.0,Y1 Au1
mp-11272,165.0,78.0,Be2 Nb3
mp-11300,73.0,28.0,Ti1 Cd1 Hg2
mp-11506,230.0,89.0,Ni3 Mo1
mp-1185,251.0,157.0,V1 Rh3
mp-1194,137.0,48.0,Cd1 Pt1
mp-12073,100.0,62.0,Ba1 B2 Ir2
mp-12105,21.0,8.0,Rb1 O2
mp-12360,50.0,18.0,Ag1 Sb1 Te2
mp-12411,48.0,39.0,Li2 Zn1 Ge1
mp-12467,36.0,26.0,Ca5 Sb3
mp-12630,59.0,40.0,Mg1 Se1 O4
mp-1266,26.0,15.0,Na2 Se1
mp-12794,90.0,50.0,Al2 Cu1
mp-12979,260.0,109.0,Sn1 O2
mp-13076,295.0,182.0,Ir1 N2
mp-1317,85.0,57.0,Co1 Sb3
mp-132,17.0,10.0,Ca1
mp-13202,76.0,52.0,Y1 Cu1 Sn1
mp-1336,159.0,34.0,Pd1 O1
mp-13570,70.0,46.0,Mg1 Sc2 Ga2
mp-13679,33.0,19.0,Pd1 F3
mp-13686,194.0,123.0,Nb5 Si3
mp-1380,138.0,58.0,Zn3 Ru1
mp-13903,23.0,23.0,Zn1 Sn1 F6
mp-14069,93.0,48.0,Cs1 Al1 O2
mp-1415,44.0,30.0,Ca1 Se1
mp-1432,150.0,94.0,Be2 B1
mp-1498,109.0,50.0,Al21 Pd8
mp-1563,53.0,38.0,Ca1 Si1
mp-15679,163.0,74.0,Co1 As1
mp-1578,217.0,105.0,V3 Rh1
mp-15805,195.0,113.0,Mn3 Zn1 N1
mp-15819,117.0,79.0,Mn3 Al9 Si1
mp-15964,114.0,49.0,Hf3 Sb1
mp-1628,129.0,35.0,Te1 Rh1
mp-17518,68.0,38.0,Sr2 Ta1 N3
mp-17695,72.0,51.0,Sc5 Sn3
mp-17875,71.0,30.0,Ca6 Ga1 N5
mp-17892,94.0,50.0,Ca2 V1 N3
mp-1804,207.0,96.0,Fe3 N1
mp-1868,147.0,80.0,V1 S1
mp-18759,127.0,47.0,Mn3 O4
mp-18814,99.0,44.0,Mn1 C1 O3
mp-18835,106.0,66.0,V1 P1 O4
mp-18852,50.0,27.0,Na2 Mo1 O4
mp-18965,86.0,29.0,Ba1 Co1 O3
mp-19,22.0,15.0,Te1
mp-19400,188.0,71.0,Sr2 Ni1 W1 O6
mp-19424,175.0,71.0,Ti1 Co1 O3
mp-1969,97.0,69.0,Nb1 Sb2
mp-19740,101.0,34.0,Y1 In1 Pt1
mp-19876,103.0,50.0,In1 Ni1
mp-20086,64.0,48.0,Mn1 Sn2
mp-20119,164.0,18.0,Pt1 O2
mp-20174,98.0,47.0,Ni3 Sn4
mp-20255,148.0,77.0,Ti1 Cu1 Si1
mp-20263,85.0,28.0,Ca1 In1
mp-20554,45.0,14.0,In1 Ag1 Se2
mp-20605,25.0,12.0,Pb1 C2 S2 N2
mp-20674,109.0,55.0,Ba2 Y1 Cu3 O7
mp-20683,74.0,15.0,Cu3 Se2
mp-20725,116.0,45.0,Pb1 O2
mp-20731,37.0,10.0,In2 Hg1 Se4
mp-2074,38.0,27.0,Li3 Sb1
mp-20744,139.0,51.0,Zr1 In1 Ni2
mp-20757,114.0,64.0,Mn1 Al1 Ge1
mp-2082,318.0,72.0,P1 Ir2
mp-20905,194.0,139.0,Os1 S2
mp-20932,218.0,98.0,Nb1 Ni1 P1
mp-2097,32.0,20.0,Sn1 O1
mp-21019,99.0,24.0,Cr2 Fe1 S4
mp-21139,19.0,35.0,Mn2 Sn1 S4
mp-2133,130.0,41.0,Zn1 O1
mp-21422,143.0,60.0,Y1 Co1 C1
mp-2173,38.0,32.0,P2 O5
mp-21863,57.0,20.0,Pd3 Pb2 S2
mp-22040,102.0,60.0,Sn7 Ir3
mp-22050,72.0,45.0,Hf2 In5
mp-22167,109.0,50.0,Zr6 Ga2 Co1
mp-22227,146.0,83.0,Zr1 Mn1 Si1
mp-22232,23.0,11.0,Tl1 In1 Se2
mp-22258,189.0,104.0,Hf1 Si1 Mo1
mp-22565,154.0,69.0,Mn1 Si1 Rh1
mp-2258,142.0,47.0,Cu3 Au1
mp-22756,39.0,17.0,K2 Pb1 O3
mp-22787,237.0,119.0,Fe2 Si1
mp-2280,65.0,26.0,Cu1 Se2
mp-22878,41.0,10.0,Mn1 Bi1
mp-22956,13.0,7.0,K2 Pd1 Cl4
mp-23056,43.0,27.0,Sr2 Br1 N1
mp-23085,53.0,20.0,Ba2 Cu3 Cl2 O4
mp-23116,68.0,32.0,Cu1 Bi1 Se1 O1
mp-23137,115.0,69.0,Ba2 Y1 Bi1 O6
mp-23138,86.0,35.0,Sb1 Pb1 Cl1 O2
mp-23299,26.0,12.0,Rb1 Cl1
mp-23330,25.0,13.0,Na1 Cl1 O3
mp-23475,10.0,5.0,Rb2 Pb1 Cl6
mp-23526,17.0,8.0,K1 Cl1 O4
mp-23684,23.0,11.0,Na1 H1 C1 O2
mp-24,387.0,504.0,C1
mp-24721,17.0,13.0,Rb1 H1
mp-252,55.0,40.0,Be1 Te1
mp-2552,90.0,96.0,Te1 O3
mp-2593,177.0,85.0,Al1 Ni3
mp-2614,107.0,83.0,Hf1 Al3
mp-2654,33.0,22.0,Al2 S3
mp-2666,85.0,33.0,Cr1 Sb2
mp-2696,65.0,30.0,Mg1 Ag1
mp-2715,132.0,89.0,Co1 As2
mp-27214,20.0,8.0,Cs1 Sn1 Br3
mp-27263,21.0,7.0,Rb2 Mn1 Br4
mp-2729,120.0,42.0,Sn7 Os3
mp-2730,36.0,12.0,Hg1 Te1
mp-2746,335.0,144.0,Mo1 C1
mp-27512,112.0,60.0,Cr2 Ni1 S4
mp-27691,10.0,6.0,K2 Pt1 Br6
mp-27731,149.0,34.0,Hf1 H2
mp-27839,12.0,5.0,K2 Ti1 Cl6
mp-27897,29.0,12.0,Ba1 N2 O4
mp-28017,74.0,42.0,Na8 Ti5 O14
mp-2802,197.0,97.0,Hf1 Ru1
mp-28110,9.0,5.0,Rb2 Pt1 I6
mp-28460,6.0,3.0,Br2 O1
mp-28599,26.0,17.0,Na4 Br2 O1
mp-28731,238.0,175.0,V6 C5
mp-28978,32.0,13.0,Ba2 S3
mp-28980,12.0,7.0,K3 Bi1 Se3
mp-29009,21.0,12.0,Li2 Mg1 Br4
mp-29057,13.0,9.0,Nb3 S1 Br7
mp-29135,124.0,67.0,Zr6 Co1 As2
mp-2918,114.0,35.0,Y1 Cu1 O2
mp-29379,10.0,5.0,K3 Bi1 Te3
mp-2964,25.0,15.0,Na1 N1 O2
mp-29643,38.0,13.0,Cu1 As1 Se2
mp-29736,80.0,54.0,Y1 Al1 Ge1
mp-29816,40.0,12.0,Ag2 Hg1 O2
mp-3006,7.0,5.0,P2 Pd3 S8
mp-30091,209.0,170.0,Mg1 B9 N1
mp-30312,97.0,40.0,Ca2 Si1 Ir2
mp-30341,78.0,31.0,Ti1 Ag1 Hg2
mp-30408,111.0,31.0,Mg1 Au3
mp-30435,27.0,9.0,Ba1 Zn2
mp-30744,334.0,183.0,Ir1 W1
mp-30774,114.0,45.0,Mg1 Ni2 Sn1
mp-30790,196.0,36.0,Zr1 Mo3
mp-30885,79.0,48.0,Y1 Zn5
mp-30892,24.0,11.0,Ba4 Bi3
mp-31219,267.0,121.0,Si3 W5
mp-31383,112.0,59.0,Hf6 Co1 Bi2
mp-31451,117.0,62.0,Zr1 Co1 Bi1
mp-31469,118.0,62.0,Hf5 Cu1 Sn3
mp-31703,22.0,18.0,Cr1 O1 F3
mp-32686,66.0,36.0,Co1 O2
mp-33107,4.0,2.0,S1 F4
mp-3340,203.0,98.0,Ta1 Al1 Co2
mp-3348,162.0,61.0,Li1 B1 Ir1
mp-33526,49.0,32.0,Li1 Bi1 S2
mp-33551,159.0,64.0,Li1 Fe5 O8
mp-33683,58.0,19.0,Ag1 Sb1 Se2
mp-3390,117.0,75.0,Y1 Cu2 Si2
mp-34,109.0,58.0,Si1
mp-34081,64.0,35.0,Na1 Y1 F4
mp-34202,15.0,11.0,Bi2 Te3
mp-3433,123.0,56.0,Y1 Mg1 Ni4
mp-3448,64.0,42.0,K1 Mg1 F3
mp-34579,40.0,15.0,Na3 Hf1 F7
mp-3477,66.0,10.0,Mg1 Ag1 As1
mp-3589,60.0,62.0,B1 P1 O4
mp-4009,40.0,14.0,Ba1 Pd1 S2
mp-4030,21.0,7.0,Rb2 Pt3 S4
mp-409,26.0,12.0,Na1 S1
mp-4109,77.0,39.0,Ba1 As2 Ru2
mp-4124,69.0,22.0,Ca1 C1 N2
mp-4152,44.0,28.0,Ga2 Co1 S4
mp-422,80.0,58.0,Be1 S1
mp-4364,194.0,79.0,Nb1 Ga1 Co2
mp-454,45.0,29.0,Na1 Ga4
mp-4590,162.0,75.0,Mg1 Ga2 O4
mp-4828,152.0,41.0,Hf1 Ni2 Sn1
mp-489,109.0,57.0,Ge4 Ir1
mp-505110,144.0,50.0,Fe1 Cu1 O2
mp-5058,58.0,15.0,Fe1 Ag1 S2
mp-510456,22.0,14.0,Zr1 Mo2 O8
mp-510536,219.0,89.0,Mo1 O2
mp-5109,106.0,51.0,Y1 Ni2 Ge2
mp-5149,192.0,90.0,Nb1 Al1 Co2
mp-530074,219.0,186.0,B4 C1
mp-5377,182.0,66.0,Y1 Ta1 O4
mp-540111,12.0,17.0,Fe1 P1 O4
mp-541937,32.0,16.0,Zn1 In2 S4
mp-542065,70.0,6.0,Cd1 Ag1 Sb1
mp-549,65.0,35.0,Sc1 Sb1
mp-549706,112.0,47.0,Mg1 O1
mp-5498,60.0,34.0,Ca1 Mn2 As2
mp-5532,127.0,75.0,Sr2 Ti1 O4
mp-555166,33.0,14.0,Ba1 Ag2 Sn1 S4
mp-555321,59.0,27.0,Ba1 Ni1 F4
mp-555483,133.0,54.0,Si1 O2
mp-556353,41.0,26.0,Rb2 Na1 Ni1 F6
mp-556546,47.0,24.0,K2 Ni1 F4
mp-556605,190.0,92.0,Zr1 O2
mp-557837,19.0,30.0,Si1 O2
mp-557938,75.0,33.0,Hf1 V1 F6
mp-558579,8.0,4.0,Tl1 H1 C1 O2
mp-559276,78.0,47.0,Al1 B1 Pb1 O4
mp-5606,59.0,25.0,Al1 Tl1 F4
mp-560620,72.0,39.0,Ba1 Zr1 P2 O8
mp-567164,275.0,101.0,B1 Rh1
mp-567750,190.0,49.0,Sc1 Ru2
mp-568,89.0,54.0,Ti1 Sb2
mp-568014,158.0,64.0,Nb3 Bi1
mp-568069,72.0,22.0,Ti2 Bi1
mp-568121,193.0,134.0,Mn4 Si7
mp-568320,65.0,31.0,Y4 Sb3
mp-568402,90.0,42.0,Sr1 Si2 Pd2
mp-568560,18.0,7.0,Tl1 Br1
mp-568636,198.0,75.0,Ti1 Cr2
mp-568865,87.0,44.0,Zr1 Te1
mp-569788,51.0,33.0,Li1 Zn1 Ge1
mp-570155,273.0,166.0,Pt1 N2
mp-570196,106.0,48.0,Zr5 Sb4
mp-570287,211.0,114.0,Ta5 Si3
mp-570377,39.0,21.0,Sn3 As4
mp-570557,199.0,88.0,Nb1 Co3
mp-570686,47.0,16.0,Sn1 Bi1
mp-571247,136.0,97.0,Al3 Mo1
mp-571262,123.0,49.0,Ca1 Rh2
mp-571619,163.0,76.0,Hf1 Al1 Pt1
mp-571636,10.0,5.0,In1 Cl1
mp-5724,20.0,24.0,Al1 P1 O4
mp-5729,86.0,42.0,Y1 Ag1 Sn1
mp-578606,69.0,58.0,Na1 Cu1 O2
mp-581833,17.0,7.0,Rb1 N3
mp-5866,69.0,29.0,Mn1 Cu1 Sb1
mp-622209,113.0,66.0,Al3 Ni1
mp-623,147.0,36.0,Hg1 Pt1
mp-623134,117.0,51.0,Zr1 In1 Cu2
mp-624492,135.0,65.0,Li1 Fe6 Ge4
mp-629458,362.0,409.0,B1 C2 N1
mp-6304,144.0,71.0,Sr2 Ga1 Sb1 O6
mp-631320,244.0,33.0,Tc1 Ir1 Os1
mp-631576,230.0,54.0,Mo1 Pt2 Br1
mp-6326,113.0,45.0,Li1 Al1 Si1 O4
mp-636599,201.0,88.0,Fe1 Sn1 Ru2
mp-637771,161.0,65.0,Zr1 In1 Ni4
mp-6394,66.0,38.0,Rb1 Ti1 As1 O5
mp-639662,8.0,4.0,Cr1 F5
mp-640041,85.0,33.0,Nb1 Zn16
mp-643009,38.0,26.0,Sr1 Mg1 H4
mp-643101,14.0,7.0,Rb2 H6 Pt1
mp-675025,188.0,91.0,Sb1 Rh1 O4
mp-677103,22.0,10.0,Rb1 H1 F2
mp-684709,96.0,77.0,K3 B17
mp-685097,210.0,106.0,Hf1 O2
mp-6945,16.0,41.0,Si1 O2
mp-697,100.0,60.0,Sn1 O2
mp-6985,107.0,30.0,Ti1
mp-7066,124.0,63.0,Sc1 Ni1 Ge1
mp-7089,23.0,14.0,K1 Mg1 Sb1
mp-7104,117.0,43.0,Cs1 Ca1 F3
mp-7149,22.0,16.0,Na2 Li1 N1
mp-7187,162.0,59.0,Ti1 Al1 Ni2
mp-7275,51.0,34.0,Ba1 Si2
mp-7439,28.0,12.0,K3 Cu3 P2
mp-7466,74.0,30.0,Ca1 Cu2 O3
mp-747,103.0,38.0,Ba1 Pt2
mp-7483,51.0,13.0,K1 Hg1 F3
mp-7502,75.0,38.0,K2 Sn2 O3
mp-753197,181.0,72.0,Hf1 Ti1 O4
mp-753594,113.0,40.0,Bi1 O1 F1
mp-753657,188.0,96.0,Ti1 O1 F1
mp-754246,26.0,19.0,Ti1 Sn1 O3
mp-754538,42.0,16.0,Hg1 Pt1 O2
mp-754678,166.0,89.0,Ba1 Ta1 O3
mp-755253,155.0,100.0,Li1 Zr1 O2
mp-7558,144.0,102.0,Ta1 Ge2
mp-7559,156.0,75.0,Y1 Ni4 B1
mp-755974,66.0,24.0,Na2 Cu1 O2
mp-756436,140.0,46.0,Fe1 O1
mp-757,35.0,30.0,Li3 As1
mp-758835,119.0,36.0,Na1 Cu6 O8
mp-7597,22.0,13.0,Nb1 Se2
mp-760400,54.0,37.0,Na5 Bi1 O5
mp-760417,10.0,9.0,Rb4 I2 O1
mp-760483,105.0,57.0,Li2 Pd1 O3
mp-761293,153.0,49.0,Zr1 Co1 O3
mp-762454,81.0,95.0,Li1 Cr1 O2
mp-7650,95.0,55.0,Rb1 Sc1 O2
mp-765195,87.0,63.0,W1 O2 F1
mp-768368,8.0,9.0,K4 I2 O1
mp-768572,51.0,35.0,Y1 Al3 O6
mp-771,141.0,81.0,Mn1 Al1
mp-773137,16.0,9.0,K1 Ca1 Bi1
mp-7739,57.0,24.0,Ba2 Zn1 F6
mp-775296,165.0,67.0,Ti1 Mn1 O4
mp-775761,32.0,7.0,Ag1 Cl1 O3
mp-7770,54.0,33.0,Sr1 Zn2 As2
mp-7798,147.0,84.0,Mg1 Ge1 N2
mp-7879,47.0,30.0,Sr1 Ag2 Ge2
mp-7904,55.0,28.0,Cd1 P4
mp-7913,207.0,173.0,Be1 Si1 N2
mp-7926,23.0,14.0,Ta1 Se2
mp-7947,186.0,39.0,Pt1 O1
mp-7948,246.0,93.0,Re1 Si1
mp-8002,113.0,76.0,Li1 Ga1 O2
mp-8161,74.0,30.0,Ca1 Pd1 F4
mp-8180,39.0,25.0,Li1 N1 O3
mp-819,191.0,68.0,Hf1 Cr2
mp-8277,53.0,34.0,Sr1 Cd2 P2
mp-844,68.0,34.0,Ca3 N2
mp-8456,72.0,30.0,Sr1 As1 Pt1
mp-8459,58.0,26.0,Cd1 S1 O4
mp-8468,77.0,18.0,Sr1 Sb2 Pd2
mp-8547,35.0,20.0,Pd1 Pt1 F6
mp-861662,120.0,40.0,Ca1 Zr1 Rh2
mp-861875,136.0,48.0,Li1 Hf2 Re1
mp-861908,231.0,79.0,Ta1 Ti1 Ru2
mp-861918,64.0,22.0,Sc2 Tl1 Cd1
mp-861940,28.0,27.0,Ca2 Cd1 Sn1
mp-862300,125.0,47.0,Sc2 Ga1 Os1
mp-862337,75.0,33.0,Sc2 In1 Ag1
mp-862340,85.0,46.0,Sc2 Ga1 Cu1
mp-862377,137.0,66.0,Li1 Be2 Ir1
mp-862445,272.0,143.0,Ta1 Al1 Os2
mp-862604,326.0,175.0,Re3 Ni1
mp-862715,178.0,82.0,Al2 Pd1 Ru1
mp-8635,90.0,30.0,Zr1
mp-864639,244.0,104.0,Ta2 Nb1 Os1
mp-864762,40.0,27.0,Li1 Mg2 Zn1
mp-864877,188.0,88.0,Hf2 Co1 Re1
mp-864902,131.0,56.0,Mg1 Tl1 Rh2
mp-864922,99.0,20.0,Mg1 Zn1 Au2
mp-864934,78.0,29.0,Mg1 Ag3
mp-864937,43.0,22.0,Mg3 Sc1
mp-864946,150.0,37.0,Mn1 Cu1 Pd2
mp-864953,231.0,99.0,Mn1 V2 Cr1
mp-864966,245.0,123.0,Mn1 Si1 Ru2
mp-864970,254.0,99.0,Mn1 Si1 Tc2
mp-865027,190.0,85.0,Mn3 Ge1
mp-865048,225.0,103.0,Ti1 Zn1 Ir2
mp-865093,169.0,50.0,Ti1 Zn1 Ni2
mp-865110,24.0,13.0,Na1 Mg1 Tl2
mp-865138,196.0,87.0,Hf2 Mn1 Ir1
mp-865167,61.0,14.0,Ca2 Cd1 Pb1
mp-865448,211.0,85.0,Ti1 Ga1 Ru2
mp-865515,59.0,35.0,Y1 Mg1 Zn2
mp-865554,224.0,105.0,Mn2 V1 Ge1
mp-865594,101.0,38.0,Y2 Cu1 Ir1
mp-865625,23.0,18.0,Na2 Mg1 Sn1
mp-865780,160.0,79.0,Ti1 Mn2 Ga1
mp-865840,226.0,116.0,Ti2 Tc1 Ir1
mp-865925,158.0,49.0,Li1 Zr1 Ir2
mp-865931,179.0,64.0,Ti2 Tc1 Pd1
mp-866160,98.0,32.0,Y2 Ag1 Ir1
mp-866291,28.0,3.0,Ag1 Br1
mp-867125,201.0,97.0,Al2 Ru1 Pt1
mp-867195,187.0,63.0,Sr1 Os1 O3
mp-867281,283.0,175.0,Tc3 Pt1
mp-867287,56.0,29.0,Li1 In1 Au2
mp-867330,168.0,95.0,Al2 Fe1 Ni1
mp-867769,148.0,61.0,Sc1 Zn1 Rh2
mp-867795,186.0,66.0,Sc1 Nb1 Tc2
mp-867881,142.0,61.0,Sc1 Tl1 Rh2
mp-867902,159.0,100.0,Li1 Si1 Rh2
mp-8700,35.0,15.0,K2 Au3
mp-8842,66.0,33.0,Ca1 Si1 Pd1
mp-8860,23.0,11.0,Na3 As1
mp-8891,74.0,37.0,K2 Zr1 B2 O6
mp-917,56.0,19.0,Ca1 C2
mp-9179,60.0,30.0,Ba3 Zr2 S7
mp-9198,115.0,91.0,Fe1 Si4 P4
mp-924129,152.0,73.0,Zr1 Ni1 Sn1
mp-9248,79.0,36.0,Cu2 Si1 S3
mp-944,185.0,117.0,Al1 B2
mp-9453,69.0,40.0,Sr2 Zn1 Cu2 S2 O2
mp-948,55.0,15.0,Zn1 Te1
mp-953,119.0,71.0,Nb1 Zn3
mp-9548,20.0,15.0,Ge1 As1
mp-9561,20.0,16.0,V1 S2
mp-9575,57.0,47.0,Li1 Be1 Sb1
mp-961659,134.0,62.0,Ti1 Si1 Pd1
mp-961660,140.0,74.0,Ti1 Fe1 Se1
mp-961684,49.0,22.0,Li1 Ca1 As1
mp-961711,165.0,66.0,Zr1 Si1 Pt1
mp-9716,179.0,74.0,Ti1 B1 O3
mp-971673,23.0,12.0,Bi1 S2
mp-971826,213.0,42.0,Tl3 H1
mp-971933,58.0,37.0,Y1 Zr1
mp-972,36.0,28.0,Mn1 Se1
mp-972066,241.0,119.0,Zr1 Al1 O3
mp-972238,179.0,75.0,Ti2 V1 Ir1
mp-972241,192.0,77.0,Ti2 Re1 Tc1
mp-972794,57.0,9.0,Si1 Sb3
mp-972866,125.0,22.0,Sc2 Pd1 Au1
mp-973088,45.0,52.0,Mg1 In1 Ag2
mp-973149,187.0,78.0,Mn3 Al1
mp-973443,130.0,71.0,Hf2 Re1 Tc1
mp-974416,335.0,130.0,Re3 W1
mp-975834,286.0,154.0,Mo1 Ru3
mp-976799,136.0,38.0,Ni3 Bi1
mp-977140,124.0,12.0,Na1 Ta3
mp-977189,19.0,9.0,Na3 Bi1
mp-977573,132.0,95.0,Hf1 H3
mp-977578,156.0,54.0,Zr2 Tc1 Pd1
mp-978256,114.0,33.0,Mg2 Tl1 Pb1
mp-978500,227.0,90.0,Si2 Tc1 Os1
mp-978987,55.0,27.0,Sr1 Ge3 Pd1
mp-981365,250.0,124.0,V2 Re1 Ru1
mp-981384,257.0,76.0,Sc1 Os3
mp-982048,162.0,102.0,Ge2 O3
mp-982725,200.0,113.0,Nb2 Ru1 W1
mp-9845,27.0,11.0,Rb1 Ca1 As1
mp-985585,52.0,38.0,Li3 Cl1 O1
