Overview of materials for Solder/Braze Alloy,"['Aluminum, Al', '0.00100 - 95.0 %', '0.00100 - 95.0 %', 'Average value: 11.5 % Grade Count:93']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Antimony, Sb', '0.0250 - 10.0 %', '0.0250 - 10.0 %', 'Average value: 1.91 % Grade Count:117']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Arsenic, As', '0.0100 - 2.00 %', '0.0100 - 2.00 %', 'Average value: 0.0904 % Grade Count:53']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Bismuth, Bi', '0.00100 - 100 %', '0.00100 - 100 %', 'Average value: 27.3 % Grade Count:192']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Boron, B', '0.0100 - 18.0 %', '0.0100 - 18.0 %', 'Average value: 2.81 % Grade Count:28']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Cadmium, Cd', '0.00100 - 95.0 %', '0.00100 - 95.0 %', 'Average value: 11.5 % Grade Count:123']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Carbon, C', '0.00500 - 0.700 %', '0.00500 - 0.700 %', 'Average value: 0.0634 % Grade Count:30']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Chromium, Cr', '0.0700 - 20.0 %', '0.0700 - 20.0 %', 'Average value: 11.7 % Grade Count:25']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Cobalt, Co', '0.0500 - 50.8 %', '0.0500 - 50.8 %', 'Average value: 11.2 % Grade Count:13']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Copper, Cu', '0.0100 - 100 %', '0.0100 - 100 %', 'Average value: 30.2 % Grade Count:388']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
Overview of materials for Solder/Braze Alloy,"['Gallium, Ga', '0.400 - 100 %', '0.400 - 100 %', 'Average value: 24.4 % Grade Count:12']","['Tensile Strength, Ultimate', '0.180 - 2000 MPa', '26.1 - 290000 psi', 'Average value: 187 MPa Grade Count:237']","['Tensile Strength, Yield', '10.0 - 252 MPa', '1450 - 36500 psi', 'Average value: 87.4 MPa Grade Count:7']","['Elongation at Break', '0.000 - 200 %', '0.000 - 200 %', 'Average value: 28.8 % Grade Count:114']"
