material_id,MagpieData minimum Number,MagpieData avg_dev Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData range AtomicWeight,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber,std_dev oxidation state,elasticity.G_VRH predicted
mp-556225,16.0,13.777777777777779,65.0,88.0,23.0,72.66666666666667,10.222222222222223,75.8032,1234.93,846.57,952.7400000000001,376.25333333333333,12.666666666666666,4.333333333333333,40.0,131.66666666666666,17.777777777777782,145.0,0.6500000000000001,2.1466666666666665,10.0,6.666666666666667,4.444444444444444,11.0,5.0,9.333333333333334,2.222222222222222,0.6666666666666666,0.0,1.0,1.3333333333333333,0.4444444444444444,1.0,25.786875,19.482291666666665,4.203055555555555,16.33,0.734,173.33333333333334,2.1213203435596424,7.666666666666667
mp-3679,16.0,12.888888888888891,61.0,88.0,27.0,78.0,11.333333333333334,89.69500000000001,1728.0,1339.6399999999999,1006.7133333333333,480.85777777777776,13.666666666666666,4.0,34.0,122.66666666666667,11.777777777777777,105.0,0.6700000000000002,2.18,10.0,6.0,4.0,15.0,9.0,10.333333333333334,3.111111111111111,1.6666666666666667,0.6666666666666666,2.0,2.3333333333333335,0.4444444444444445,2.0,31.56,22.555624999999996,8.157083333333334,10.32,0.734,153.66666666666666,2.6457513110645907,64.09944515777867
mp-2367,6.0,22.666666666666668,13.0,77.0,64.0,55.666666666666664,28.444444444444446,126.89477000000001,3823.0,2630.0,2946.3333333333335,1168.888888888889,10.333333333333334,3.3333333333333335,131.0,119.66666666666667,58.22222222222223,76.0,1.4499999999999997,2.0666666666666664,1.0,0.3333333333333333,0.4444444444444445,4.0,1.0,3.6666666666666665,0.4444444444444445,2.6666666666666665,3.0,4.0,5.666666666666667,2.2222222222222223,4.0,36.8975,16.059166666666666,13.892222222222221,5.64,2.9973333333333336,194.0,3.4641016151377544,47.14745407214381
mp-570113,79.0,1.7777777777777761,66.0,86.0,20.0,72.66666666666667,8.888888888888891,12.01383100000001,1337.33,792.93,1073.02,352.41333333333324,12.333333333333334,6.0,12.0,140.0,5.333333333333333,136.0,0.52,2.3666666666666667,10.0,10.0,0.0,29.0,4.0,26.333333333333332,1.7777777777777775,1.0,0.0,1.0,1.6666666666666667,0.888888888888889,1.0,32.95,22.116666666666664,7.222222222222222,16.7,0.0,154.0,2.1213203435596424,12.730338150630459
mp-7598,33.0,3.555555555555555,47.0,84.0,37.0,71.66666666666667,16.444444444444443,17.98478,2750.0,1660.0,1643.3333333333333,737.7777777777777,11.666666666666666,4.333333333333333,45.0,134.0,20.0,119.0,0.5800000000000001,1.986666666666667,10.0,8.0,2.6666666666666665,15.0,10.0,11.666666666666666,4.444444444444445,2.0,2.0,3.0,4.333333333333333,1.7777777777777777,3.0,22.175,20.843333333333334,1.775555555555556,22.175,0.0,187.0,4.358898943540674,94.91286516281829
mp-1780,21.0,12.0,11.0,59.0,48.0,35.0,24.0,57.949588000000006,2237.0,423.0,2025.5,211.5,6.0,4.5,28.0,156.0,14.0,142.0,0.9199999999999997,1.8199999999999998,8.0,4.5,3.5,9.0,6.0,6.0,3.0,0.0,5.5,3.0,6.0,3.0,3.0,22.235,17.9375,4.297499999999999,13.64,0.0,209.5,0.0,56.15775321174894
mp-867292,31.0,6.75,56.0,74.0,18.0,65.75,8.25,33.182500000000005,2607.0,2304.09,1362.455,1059.545,10.75,4.5,24.0,133.0,11.0,122.0,0.46999999999999975,2.025,10.0,8.75,1.25,13.0,5.0,10.75,2.25,2.5,1.25,3.0,4.25,0.75,5.0,18.8575,16.216250000000002,2.6412500000000008,18.8575,0.0,136.75,0.0,68.50373924886897
mp-972985,8.0,11.76,3.0,87.0,84.0,65.2,26.160000000000004,90.42060000000001,1828.05,1773.25,465.796,544.9015999999999,11.8,3.0,137.0,108.0,50.4,66.0,2.62,2.668,10.0,2.0,3.2,10.0,9.0,5.8,1.9200000000000004,1.2,0.0,0.0,1.4,0.72,2.0,73.1066666667,22.966333333339996,20.056133333343997,9.105,0.0,98.0,0.0,38.07407797016547
mp-1009129,8.0,2.0,68.0,87.0,19.0,77.5,9.5,8.3056,923.0,868.2,488.9,434.1,9.0,2.5,75.0,103.5,37.5,66.0,2.13,2.375,0.0,0.0,0.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,22.89,15.9975,6.8925,9.105,0.0,103.0,2.8284271247461903,65.75
mp-7911,8.0,7.111111111111111,3.0,87.0,84.0,51.333333333333336,32.22222222222222,47.5466,1357.77,1302.97,583.0333333333333,516.4911111111111,9.333333333333334,3.3333333333333335,137.0,133.66666666666666,46.22222222222222,66.0,2.62,2.0533333333333332,10.0,3.3333333333333335,4.444444444444445,11.0,10.0,6.0,3.3333333333333335,0.6666666666666666,0.0,1.0,1.3333333333333333,0.4444444444444444,1.0,73.1066666667,31.093888888899997,28.008518518533332,9.105,0.0,155.33333333333334,1.7320508075688772,62.382996188341345
mvc-13133,29.0,4.326530612244896,64.0,89.0,25.0,80.57142857142857,9.63265306122449,55.163999999999994,1357.77,863.77,742.3742857142857,351.65469387755104,14.285714285714286,4.142857142857143,19.0,126.14285714285714,7.020408163265306,120.0,0.6499999999999999,2.28,10.0,10.0,0.0,16.0,5.0,14.285714285714286,1.9591836734693877,1.7142857142857142,0.0,1.0,2.0,0.5714285714285714,2.0,33.285,22.729285714285716,6.6624489795918365,25.92,0.4565714285714286,92.42857142857143,3.1622776601683795,21.279499270874467
mp-38605,50.0,12.816326530612244,80.0,90.0,10.0,87.42857142857143,2.9387755102040813,90.27040000000001,722.66,217.57999999999998,640.6457142857142,93.73061224489796,15.428571428571429,5.285714285714286,10.0,141.0,4.0,138.0,0.14000000000000012,2.0571428571428574,10.0,10.0,0.0,29.0,15.0,19.428571428571427,5.46938775510204,2.5714285714285716,0.0,2.0,2.5714285714285716,0.6530612244897959,2.0,34.7633333333,34.03404761902857,0.8334693877387735,34.7633333333,0.2651428571428572,110.42857142857143,3.082207001484488,12.097004561132449
mp-1022732,8.0,22.75,55.0,87.0,32.0,78.0,11.5,192.981,1811.0,1756.2,875.0500000000001,575.4499999999999,13.5,4.0,82.0,116.25,25.125,66.0,1.6099999999999999,2.3675,10.0,6.5,3.5,29.0,23.0,14.5,7.5,2.0,1.0,2.0,3.0,0.5,2.0,32.95,18.740000000000002,8.822500000000002,9.105,0.0,104.75,2.943920288775949,42.38849788994208
mp-1017515,25.0,2.75,52.0,84.0,32.0,61.5,11.25,19.983554999999996,1768.0,678.0,1474.0,192.0,9.5,4.0,20.0,130.75,8.25,139.0,0.6300000000000001,1.79,10.0,6.75,1.75,15.0,8.0,9.5,2.75,0.75,3.25,3.0,4.0,1.0,5.0,22.175,13.34879310345,4.413103448275001,10.4875862069,0.0,198.5,0.0,69.21138235906136
mp-11583,7.0,14.4,44.0,88.0,44.0,68.0,19.2,77.21730000000001,2128.0,2064.95,954.092,939.1263999999999,10.8,3.4,104.0,119.4,44.480000000000004,71.0,1.71,2.2640000000000002,2.0,0.8,0.9600000000000002,6.0,2.0,4.8,0.64,1.6,3.2,2.0,4.8,2.5599999999999996,3.0,25.786875,20.342875,4.4593,14.76875,3.0152,169.2,4.107919181288746,86.80240481139812
mp-556034,6.0,0.888888888888889,77.0,87.0,10.0,83.66666666666667,4.444444444444443,3.9886999999999997,3823.0,3768.2,1310.8666666666666,1674.7555555555555,15.333333333333334,2.0,10.0,69.33333333333333,4.444444444444443,66.0,0.8900000000000001,3.143333333333333,0.0,0.0,0.0,6.0,2.0,5.333333333333333,0.888888888888889,2.6666666666666665,0.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,7.95,1.5400000000000003,9.105,1.4986666666666668,72.66666666666667,4.242640687119285,2.5
mp-16220,14.0,0.0,78.0,78.0,0.0,78.0,0.0,0.0,1687.0,0.0,1687.0,0.0,14.0,3.0,0.0,111.0,0.0,111.0,0.0,1.9,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,20.44,20.44,0.0,20.44,0.773,227.0,0.0,53.75
mp-9938,14.0,25.777777777777782,45.0,78.0,33.0,56.0,14.666666666666666,150.4045,2506.0,819.0,2233.0,364.0,7.333333333333333,5.0,64.0,153.66666666666666,28.444444444444446,175.0,0.5999999999999999,1.5,2.0,1.3333333333333333,0.888888888888889,18.0,14.0,13.333333333333334,6.222222222222221,1.3333333333333333,5.333333333333333,4.0,6.666666666666667,1.7777777777777777,8.0,22.2,21.613333333333333,0.7822222222222214,22.2,0.25766666666666665,205.0,0.0,86.72128300142536
mp-2194,22.0,5.333333333333333,43.0,89.0,46.0,73.66666666666667,20.444444444444443,31.092999999999996,1941.0,1447.0,976.3333333333334,643.1111111111112,12.0,4.0,40.0,133.33333333333334,17.777777777777782,120.0,1.0099999999999998,2.2133333333333334,10.0,7.333333333333333,3.555555555555556,16.0,12.0,12.0,5.333333333333333,1.3333333333333333,2.6666666666666665,2.0,4.0,2.6666666666666665,2.0,25.92,22.843333333333334,4.102222222222223,25.92,0.5326666666666667,74.0,4.242640687119285,36.23221124186523
mp-11222,13.0,18.375,23.0,73.0,50.0,35.5,18.75,123.37846140000002,1345.0,411.53,1242.1175,154.32374999999996,5.5,5.25,77.0,178.75,28.875,198.0,0.44000000000000017,1.28,0.0,0.0,0.0,8.0,5.0,6.75,1.875,1.25,0.0,5.0,7.25,1.125,8.0,33.23,29.0425,6.281249999999997,33.23,0.0,180.75,0.0,19.6061710331672
mvc-4299,8.0,16.73469387755102,73.0,87.0,14.0,83.0,4.571428571428571,102.7106,933.47,878.6700000000001,308.9757142857143,290.48653061224485,15.0,3.0,73.0,94.71428571428571,32.816326530612244,66.0,1.8299999999999998,2.755714285714286,10.0,2.857142857142857,4.081632653061225,14.0,11.0,7.857142857142857,3.510204081632653,3.0,0.0,2.0,3.0,1.1428571428571428,2.0,33.285,17.06714285714286,9.267346938775509,9.105,0.0,79.28571428571429,2.9776948578836393,54.60540081028329
mp-862938,12.0,23.125,21.0,71.0,50.0,57.75,18.375,176.285,1373.0,1138.68,691.16,456.84000000000003,7.25,5.25,67.0,151.0,24.0,132.0,0.845,1.61625,10.0,5.0,5.0,26.0,24.0,15.25,10.75,0.0,0.0,0.0,2.25,3.375,0.0,33.8425,26.80191810345,3.520290948274999,25.2375862069,0.0,180.0,0.0,21.938386344075802
mp-1513,16.0,5.4809688581314875,58.0,88.0,30.0,72.11764705882354,14.948096885813149,26.868195,1768.0,1379.6399999999999,1118.7576470588235,687.4330795847751,12.294117647058824,3.5294117647058822,21.0,116.11764705882354,10.463667820069205,126.0,0.7000000000000002,2.2094117647058824,7.0,3.7058823529411766,3.4878892733564015,9.0,3.0,7.588235294117647,1.494809688581315,0.9411764705882353,1.588235294117647,2.0,2.5294117647058822,0.49826989619377166,3.0,25.786875,17.558823529411764,7.744048442906573,10.245,1.0362352941176471,135.64705882352942,2.4754609624763195,39.84448245746869
mp-567589,13.0,19.875,31.0,73.0,42.0,62.5,15.75,135.5184614,1685.0,751.53,1121.3525,281.82374999999996,10.5,3.75,71.0,138.75,26.625,121.0,0.3900000000000001,1.5125,0.0,0.0,0.0,12.0,9.0,5.25,3.375,3.75,0.0,4.0,4.75,0.375,5.0,31.24,20.169999999999998,5.534999999999998,16.48,0.0,217.25,0.0,43.5
mp-32548,8.0,33.333333333333336,86.0,87.0,1.0,86.66666666666667,0.44444444444444287,192.981,544.4,489.59999999999997,218.0,217.6,15.666666666666666,3.3333333333333335,82.0,93.33333333333333,36.44444444444444,66.0,1.42,2.966666666666667,10.0,3.3333333333333335,4.444444444444444,29.0,23.0,13.666666666666666,10.222222222222221,2.3333333333333335,0.0,2.0,2.3333333333333335,0.4444444444444445,2.0,32.95,17.053333333333335,10.597777777777779,9.105,0.0,12.0,0.0,34.5
mp-13475,14.0,25.88888888888889,15.0,78.0,63.0,58.5,14.5,164.13150000000002,2739.0,1668.0,2110.3333333333335,628.6666666666666,9.666666666666666,5.0,93.0,141.5,20.833333333333332,141.0,1.08,1.92,7.0,3.6666666666666665,3.3333333333333335,23.0,19.0,13.5,9.5,1.3333333333333333,3.0,3.0,6.5,5.166666666666667,3.0,37.24,20.125,5.915,14.21,0.25766666666666665,220.5,0.0,114.0
mp-1017529,23.0,1.5,46.0,58.0,12.0,55.0,4.5,7.991695,2183.0,415.0,1871.75,155.625,8.0,4.0,27.0,132.75,10.125,126.0,0.25,1.8175,7.0,6.0,1.5,9.0,4.0,8.0,1.5,0.0,4.0,3.0,4.0,1.5,3.0,13.01,10.93625,1.0368750000000002,10.245,0.0,202.75,0.0,110.1235201273457
mp-1038961,12.0,4.0,7.0,68.0,61.0,37.5,30.5,15.773000000000003,1115.0,192.0,1019.0,96.0,2.0,3.5,35.0,158.5,17.5,141.0,0.31000000000000005,1.155,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.77,30.330000000000002,7.440000000000001,22.89,0.0,209.5,0.0,13.707293060125004
mp-863725,46.0,8.25,21.0,63.0,42.0,41.75,20.75,88.664,2041.4,668.4000000000001,1653.8625000000002,280.8625,6.5,5.75,63.0,168.25,30.75,199.0,1.1249999999999998,1.6974999999999998,10.0,4.75,4.75,24.0,17.0,12.0,6.0,0.0,0.25,0.0,5.0,4.0,9.0,33.8425,24.27875,9.56375,33.8425,0.0,209.5,0.0,22.226619092836927
mp-8073,33.0,5.777777777777779,62.0,84.0,22.0,69.33333333333333,9.777777777777777,31.498400000000004,1828.05,738.05,1582.0333333333335,328.0222222222221,11.666666666666666,4.666666666666667,20.0,132.33333333333334,8.888888888888886,139.0,0.020000000000000018,2.1933333333333334,10.0,10.0,0.0,15.0,5.0,11.666666666666666,2.222222222222222,1.0,0.0,0.0,1.0,1.3333333333333333,0.0,22.175,16.998333333333335,3.451111111111112,14.41,0.0,205.33333333333334,0.0,48.16508951169416
mp-865482,23.0,7.75,46.0,79.0,33.0,57.75,10.625,47.0585,2430.0,1218.6,2063.6,426.1,8.25,4.5,33.0,141.75,10.875,147.0,0.3799999999999999,1.8599999999999999,10.0,5.75,2.125,14.0,9.0,8.25,2.875,1.0,4.25,4.0,5.25,0.875,5.0,23.005,16.14625,3.429374999999999,14.285,0.09575,210.5,3.898717737923586,95.66028995036613
mp-753360,8.0,33.111111111111114,86.0,93.0,7.0,88.66666666666667,2.8888888888888906,192.981,544.4,490.9,217.56666666666663,217.88888888888889,16.0,3.3333333333333335,91.0,90.33333333333333,38.44444444444444,57.0,1.96,3.1466666666666665,10.0,3.3333333333333335,4.444444444444445,29.0,23.0,14.0,10.0,2.0,0.0,1.0,2.0,0.6666666666666666,1.0,32.95,17.254166666666666,10.46388888888889,9.105,0.6566666666666666,13.0,2.6457513110645907,40.0
mp-567750,21.0,10.222222222222221,11.0,56.0,45.0,41.0,20.0,56.114087999999995,2607.0,793.0,2342.6666666666665,352.4444444444445,6.333333333333333,4.666666666666667,24.0,154.0,10.666666666666666,146.0,0.8400000000000001,1.9200000000000002,7.0,5.0,2.6666666666666665,8.0,5.0,6.333333333333333,2.2222222222222223,0.0,5.0,4.0,5.666666666666667,2.2222222222222223,4.0,22.235,16.418333333333333,3.8777777777777778,13.51,0.0,194.0,0.0,72.48100096656273
mp-15178,6.0,30.08264462809917,41.0,77.0,36.0,63.90909090909091,16.66115702479339,162.9561,3823.0,1887.0,3136.818181818182,873.3223140495867,10.0,3.4545454545454546,111.0,116.36363636363636,51.37190082644627,76.0,1.2799999999999998,2.0845454545454545,1.0,0.36363636363636365,0.4628099173553719,17.0,13.0,8.727272727272727,6.016528925619835,2.5454545454545454,3.272727272727273,4.0,5.818181818181818,2.3140495867768593,4.0,28.865,14.085454545454546,10.748760330578511,5.64,2.861090909090909,194.0,4.628288304716869,68.53095716708158
mp-1009834,13.0,13.777777777777777,56.0,73.0,17.0,67.33333333333333,7.555555555555557,74.0884614,2607.0,1673.53,1491.3133333333335,743.7911111111111,11.333333333333334,3.6666666666666665,25.0,129.33333333333334,11.111111111111114,121.0,0.5900000000000001,1.8066666666666666,7.0,2.3333333333333335,3.1111111111111107,8.0,5.0,4.666666666666667,2.2222222222222223,3.3333333333333335,1.0,4.0,4.666666666666667,0.44444444444444436,5.0,16.48,15.49,1.3200000000000003,16.48,0.0,214.66666666666666,0.0,103.0
mp-8528,14.0,18.720000000000002,37.0,78.0,41.0,62.2,12.64,140.84871,2237.0,550.0,1933.2,243.04000000000002,9.8,4.4,79.0,139.2,22.560000000000002,111.0,1.0299999999999998,1.922,8.0,3.2,3.8400000000000007,15.0,11.0,8.2,3.3600000000000003,1.6,0.8,1.0,3.0,0.8,3.0,29.78,19.588,4.7584,13.64,0.30920000000000003,219.6,0.0,92.2792233647746
mp-21609,7.0,11.777777777777777,8.0,82.0,74.0,51.333333333333336,28.888888888888886,73.61330000000001,1357.77,1294.72,823.6066666666667,507.03777777777776,9.333333333333334,3.6666666666666665,124.0,132.66666666666666,41.55555555555555,71.0,2.09,1.9633333333333332,10.0,3.3333333333333335,4.444444444444445,11.0,9.0,6.0,3.3333333333333335,1.0,0.0,0.0,1.3333333333333333,1.111111111111111,0.0,54.23,26.68958333333333,18.360277777777778,11.07,2.1456666666666666,214.66666666666666,2.6457513110645907,42.0865860884634
mp-567907,7.0,3.75,82.0,83.0,1.0,82.375,0.46875,16.967062,317.3,254.25,158.39375,119.1796875,15.0,2.375,36.0,84.5,16.875,71.0,0.8500000000000001,2.72125,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,22.5702380952,17.6943080357,3.656947544625,14.76875,4.6325,122.0,5.656854249492381,113.0
mp-12061,5.0,17.76,41.0,72.0,31.0,59.0,10.4,164.1558,2348.0,537.0,2050.8,237.76000000000005,9.0,3.6,103.0,123.8,31.839999999999996,84.0,0.77,1.802,6.0,2.6,2.72,17.0,14.0,7.8,3.84,2.0,3.4,4.0,5.4,1.4400000000000002,4.0,28.865,12.934000000000001,6.372400000000001,7.1725,0.6096,196.8,0.0,75.22701845029265
mp-22346,32.0,16.8,9.0,79.0,70.0,61.8,21.12,122.444,2041.4,1041.4,1335.1200000000001,282.51200000000006,10.8,4.8,95.0,142.2,29.119999999999994,120.0,1.3899999999999997,1.8399999999999999,10.0,7.8,3.12,24.0,22.0,13.6,4.640000000000001,2.4,0.2,0.0,2.8,1.44,4.0,63.59,29.525000000000006,13.626000000000005,23.005,0.2298,225.8,0.0,30.571178903864126
mp-10440,12.0,15.173553719008266,59.0,83.0,24.0,68.54545454545455,10.512396694214877,78.60050000000001,2237.0,1919.7,1419.4727272727273,891.8479338842976,10.545454545454545,4.090909090909091,35.0,129.1818181818182,16.132231404958677,142.0,0.9699999999999998,2.159090909090909,8.0,4.363636363636363,3.966942148760331,9.0,7.0,6.909090909090909,2.2809917355371905,1.0909090909090908,1.0909090909090908,0.0,2.727272727272727,0.4958677685950415,3.0,22.89,17.728268398254546,4.459929161732231,13.64,0.5909090909090909,141.0909090909091,0.0,71.18075929244313
mp-10270,6.0,6.4799999999999995,11.0,77.0,66.0,52.4,16.560000000000002,46.922495,3823.0,2055.0,2188.2,653.9199999999998,8.8,3.6,94.0,124.8,19.520000000000003,126.0,1.1899999999999997,1.9100000000000001,7.0,4.4,3.12,9.0,6.0,6.8,2.6399999999999997,0.8,3.6,3.0,4.4,1.8400000000000003,3.0,22.235,11.722,4.2052,10.245,0.8992000000000001,194.0,0.0,89.56673563438501
mp-866286,12.0,38.5,14.0,68.0,54.0,41.0,27.0,202.695,1323.0,400.0,1123.0,200.0,2.5,5.0,74.0,178.0,37.0,141.0,0.20999999999999996,1.205,1.0,0.5,0.5,3.0,1.0,2.5,0.5,0.0,4.5,0.0,4.5,4.5,0.0,44.5125,33.70125,10.811250000000001,22.89,0.0,209.5,0.0,19.371779859559336
mp-22514,25.0,11.111111111111112,52.0,80.0,28.0,61.333333333333336,12.444444444444445,63.77195499999999,1519.0,1013.9200000000001,1181.0266666666666,450.6311111111111,9.333333333333334,4.333333333333333,0.0,139.0,0.0,139.0,0.4099999999999999,1.6866666666666668,10.0,6.666666666666667,2.2222222222222223,14.0,7.0,9.333333333333334,3.111111111111111,1.3333333333333333,3.3333333333333335,4.0,4.666666666666667,0.44444444444444436,5.0,33.285,18.08672413793333,10.132183908044443,10.4875862069,0.0,191.66666666666666,0.0,38.98212031318038
mp-695998,1.0,10.612244897959183,3.0,92.0,89.0,63.285714285714285,34.44897959183673,64.37205999999999,692.68,678.67,203.11142857142855,216.11591836734695,2.5714285714285716,2.2857142857142856,172.0,93.14285714285714,71.0204081632653,31.0,1.3800000000000003,1.727142857142857,10.0,1.4285714285714286,2.4489795918367347,12.0,11.0,2.5714285714285716,2.693877551020409,0.0,0.0,0.0,0.8571428571428571,0.2448979591836735,1.0,73.1066666667,26.661904761914286,26.539863945591833,6.615,4.4874285714285715,204.0,1.5811388300841898,14.814998168697768
mp-24082,1.0,32.0,48.0,92.0,44.0,62.666666666666664,19.555555555555554,179.93994,3290.0,3275.99,2198.0033333333336,1455.9955555555553,3.6666666666666665,4.333333333333333,139.0,123.66666666666667,61.77777777777777,170.0,0.7000000000000002,1.7333333333333334,3.0,2.0,1.3333333333333333,19.0,18.0,13.0,8.0,0.0,4.666666666666667,1.0,5.0,2.6666666666666665,7.0,18.12,14.285000000000002,5.113333333333333,18.12,2.6176666666666666,217.33333333333334,0.0,74.27278928762289
mp-867873,3.0,30.5,1.0,73.0,72.0,37.0,18.0,161.99321,1818.0,1364.31,1255.79,562.21,5.0,4.25,69.0,157.25,32.75,190.0,0.6300000000000001,1.2725,0.0,0.0,0.0,15.0,14.0,8.5,6.5,1.25,0.0,1.0,2.0,1.5,1.0,29.78,23.158333333325,6.621666666675001,29.78,0.0,210.5,0.0,31.872435487516352
mp-12665,4.0,6.106508875739645,65.0,67.0,2.0,66.84615384615384,0.2840236686390588,98.856018,1560.0,325.06999999999994,1534.9946153846154,46.163786982248524,2.6923076923076925,2.230769230769231,49.0,99.76923076923077,6.958579881656808,96.0,0.3599999999999999,1.5976923076923077,10.0,0.7692307692307693,1.4201183431952662,11.0,9.0,2.6923076923076925,1.2781065088757397,0.0,0.0,0.0,0.07692307692307693,0.14201183431952663,0.0,16.33,8.539230769230768,1.1985798816568036,7.89,0.0,196.3846153846154,0.0,95.16369489634504
mp-570749,70.0,4.444444444444443,39.0,71.0,32.0,60.333333333333336,14.222222222222221,27.536,1092.0,857.6800000000001,520.2133333333333,381.19111111111107,9.0,6.0,55.0,150.33333333333334,24.444444444444446,132.0,0.74,1.7533333333333332,10.0,6.666666666666667,4.444444444444444,26.0,10.0,22.666666666666668,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,34.12,28.1983908046,3.947739463599998,25.2375862069,0.0,185.66666666666666,0.0,11.060920046297483
mp-1444,20.0,12.444444444444445,7.0,70.0,63.0,49.0,28.0,72.333,1115.0,520.78,767.8133333333334,231.45777777777778,8.666666666666666,4.666666666666667,32.0,154.66666666666666,14.22222222222222,144.0,0.69,1.46,10.0,6.666666666666667,4.444444444444444,12.0,10.0,8.666666666666666,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,37.77,25.58666666666667,8.122222222222224,19.495,0.0,204.33333333333334,0.0,23.0
mp-2619,26.0,12.5,55.0,85.0,30.0,70.0,15.0,65.915,1811.0,907.22,1357.3899999999999,453.61,11.5,4.5,7.0,135.5,3.5,132.0,0.21999999999999975,1.94,10.0,8.0,2.0,15.0,7.0,11.5,3.5,1.5,2.0,3.0,3.5,0.5,3.0,31.56,21.145,10.415,10.73,0.0,197.5,4.242640687119285,50.152707500094685
mp-983236,30.0,13.5,21.0,69.0,48.0,42.0,21.0,124.85,3306.0,2613.32,1686.17,809.9150000000001,6.5,5.5,77.0,166.0,33.0,199.0,1.0450000000000002,1.54,10.0,4.0,4.0,22.0,15.0,12.0,5.0,0.0,1.0,0.0,5.5,3.5,9.0,33.8425,23.933750000000003,9.908750000000001,33.8425,0.0,194.0,0.0,27.26725210909287
mp-31467,31.0,6.3,62.0,74.0,12.0,65.6,5.039999999999997,36.697,1828.05,1525.1399999999999,1370.508,640.5588,10.9,4.7,17.0,133.9,7.139999999999998,139.0,0.3900000000000001,2.083,10.0,10.0,0.0,13.0,3.0,10.9,1.2600000000000002,1.5,0.0,0.0,1.5,2.1,0.0,18.8575,15.74425,1.86795,14.41,0.0,176.7,0.0,39.11179908462984
mp-753380,8.0,32.48979591836735,13.0,87.0,74.0,76.14285714285714,18.040816326530614,192.981,1193.0,1138.2,357.2857142857143,345.69795918367345,13.857142857142858,3.7142857142857144,141.0,109.57142857142857,49.795918367346935,66.0,2.34,2.6999999999999997,10.0,3.0,4.0,29.0,26.0,12.142857142857142,9.63265306122449,2.0,1.2857142857142858,2.0,3.2857142857142856,1.6326530612244896,2.0,36.8975,19.88821428571429,12.323673469387757,9.105,0.0,38.0,2.9776948578836393,34.026220433020946
mp-865473,23.0,4.5,46.0,95.0,49.0,82.75,18.375,28.9625,2183.0,1917.2,745.1,718.95,14.0,4.0,33.0,128.25,12.375,120.0,1.33,2.6274999999999995,10.0,8.25,2.625,17.0,12.0,14.0,4.5,0.75,1.75,1.0,2.5,2.25,1.0,29.48,25.3625,6.17625,29.48,1.09275,105.25,2.8284271247461903,4.610484100770616
mp-862704,21.0,19.125,11.0,69.0,58.0,53.0,21.0,150.128088,2041.4,1348.7200000000003,1310.19,617.51,9.25,4.5,48.0,137.5,16.25,122.0,0.9199999999999997,1.7349999999999999,10.0,7.5,3.25,24.0,21.0,12.75,5.625,0.0,2.5,0.0,2.75,3.125,0.0,22.235,16.29375,2.970624999999999,13.96,0.0,201.75,0.0,25.97864348583979
mp-974565,15.0,22.5,54.0,83.0,29.0,75.75,10.875,155.233238,3459.0,3141.7,1102.725,1178.1374999999998,13.0,3.75,44.0,118.0,16.5,107.0,0.29000000000000004,2.1175,5.0,1.25,1.875,21.0,16.0,9.0,6.0,2.25,1.25,3.0,3.5,0.75,3.0,22.5702380952,20.5914285714,2.9682142857,22.5702380952,1.21875,50.0,5.215361924162119,127.41442891844594
mp-4961,8.0,22.56,2.0,87.0,85.0,49.8,38.239999999999995,184.5906,370.87,316.07,217.13199999999998,129.86560000000003,9.2,3.2,100.0,119.2,42.56,66.0,2.51,2.148,10.0,2.0,3.2,26.0,25.0,8.0,7.2,0.8,0.0,0.0,1.2,0.64,1.0,29.2433333333,20.386850574700002,9.02548045976,9.105,0.0,129.6,2.091650066335189,32.482730829100866
