material_id,composition
mp-1025261,Mg1 P1 Pd5
mp-1025286,Rb2 Zn1 F4
mp-1025353,Tl1 As1 Pt5
mp-1025497,Al1 V2 C1
mp-10271,Zn1 Co3 C1
mp-1029258,Ca1 Zn2 N2
mp-1029357,Na1 Zn1 N1
mp-1029448,Li5 Os1 N4
mp-1029562,Li3 In1 N2
mp-1029776,Li2 Ge1 N2
mp-1029943,Ca3 Ga1 N3
mp-1038767,Mg1 Cd1
mp-1038829,Mg1 Cd1
mp-1039198,Mg3 Bi1
mp-10654,Te1
mp-10739,Ti1 P1 Ru1
mp-10872,Hf1 Al1 Au2
mp-10877,Ca1 Al8 Cu4
mp-10890,Li1 Al3
mp-11192,Ta1 Si2
mp-11202,Y6 Fe1 Sb2
mp-11261,Y1 Au1
mp-11272,Be2 Nb3
mp-11300,Ti1 Cd1 Hg2
mp-11506,Ni3 Mo1
mp-1185,V1 Rh3
mp-1194,Cd1 Pt1
mp-12073,Ba1 B2 Ir2
mp-12105,Rb1 O2
mp-12360,Ag1 Sb1 Te2
mp-12411,Li2 Zn1 Ge1
mp-12467,Ca5 Sb3
mp-12630,Mg1 Se1 O4
mp-1266,Na2 Se1
mp-12794,Al2 Cu1
mp-12979,Sn1 O2
mp-13076,Ir1 N2
mp-1317,Co1 Sb3
mp-132,Ca1
mp-13202,Y1 Cu1 Sn1
mp-1336,Pd1 O1
mp-13570,Mg1 Sc2 Ga2
mp-13679,Pd1 F3
mp-13686,Nb5 Si3
mp-1380,Zn3 Ru1
mp-13903,Zn1 Sn1 F6
mp-14069,Cs1 Al1 O2
mp-1415,Ca1 Se1
mp-1432,Be2 B1
mp-1498,Al21 Pd8
mp-1563,Ca1 Si1
mp-15679,Co1 As1
mp-1578,V3 Rh1
mp-15805,Mn3 Zn1 N1
mp-15819,Mn3 Al9 Si1
mp-15964,Hf3 Sb1
mp-1628,Te1 Rh1
mp-17518,Sr2 Ta1 N3
mp-17695,Sc5 Sn3
mp-17875,Ca6 Ga1 N5
mp-17892,Ca2 V1 N3
mp-1804,Fe3 N1
mp-1868,V1 S1
mp-18759,Mn3 O4
mp-18814,Mn1 C1 O3
mp-18835,V1 P1 O4
mp-18852,Na2 Mo1 O4
mp-18965,Ba1 Co1 O3
mp-19,Te1
mp-19400,Sr2 Ni1 W1 O6
mp-19424,Ti1 Co1 O3
mp-1969,Nb1 Sb2
mp-19740,Y1 In1 Pt1
mp-19876,In1 Ni1
mp-20086,Mn1 Sn2
mp-20119,Pt1 O2
mp-20174,Ni3 Sn4
mp-20255,Ti1 Cu1 Si1
mp-20263,Ca1 In1
mp-20554,In1 Ag1 Se2
mp-20605,Pb1 C2 S2 N2
mp-20674,Ba2 Y1 Cu3 O7
mp-20683,Cu3 Se2
mp-20725,Pb1 O2
mp-20731,In2 Hg1 Se4
mp-2074,Li3 Sb1
mp-20744,Zr1 In1 Ni2
mp-20757,Mn1 Al1 Ge1
mp-2082,P1 Ir2
mp-20905,Os1 S2
mp-20932,Nb1 Ni1 P1
mp-2097,Sn1 O1
mp-21019,Cr2 Fe1 S4
mp-21139,Mn2 Sn1 S4
mp-2133,Zn1 O1
mp-21422,Y1 Co1 C1
mp-2173,P2 O5
mp-21863,Pd3 Pb2 S2
mp-22040,Sn7 Ir3
mp-22050,Hf2 In5
mp-22167,Zr6 Ga2 Co1
mp-22227,Zr1 Mn1 Si1
mp-22232,Tl1 In1 Se2
mp-22258,Hf1 Si1 Mo1
mp-22565,Mn1 Si1 Rh1
mp-2258,Cu3 Au1
mp-22756,K2 Pb1 O3
mp-22787,Fe2 Si1
mp-2280,Cu1 Se2
mp-22878,Mn1 Bi1
mp-22956,K2 Pd1 Cl4
mp-23056,Sr2 Br1 N1
mp-23085,Ba2 Cu3 Cl2 O4
mp-23116,Cu1 Bi1 Se1 O1
mp-23137,Ba2 Y1 Bi1 O6
mp-23138,Sb1 Pb1 Cl1 O2
mp-23299,Rb1 Cl1
mp-23330,Na1 Cl1 O3
mp-23475,Rb2 Pb1 Cl6
mp-23526,K1 Cl1 O4
mp-23684,Na1 H1 C1 O2
mp-24,C1
mp-24721,Rb1 H1
mp-252,Be1 Te1
mp-2552,Te1 O3
mp-2593,Al1 Ni3
mp-2614,Hf1 Al3
mp-2654,Al2 S3
mp-2666,Cr1 Sb2
mp-2696,Mg1 Ag1
mp-2715,Co1 As2
mp-27214,Cs1 Sn1 Br3
mp-27263,Rb2 Mn1 Br4
mp-2729,Sn7 Os3
mp-2730,Hg1 Te1
mp-2746,Mo1 C1
mp-27512,Cr2 Ni1 S4
mp-27691,K2 Pt1 Br6
mp-27731,Hf1 H2
mp-27839,K2 Ti1 Cl6
mp-27897,Ba1 N2 O4
mp-28017,Na8 Ti5 O14
mp-2802,Hf1 Ru1
mp-28110,Rb2 Pt1 I6
mp-28460,Br2 O1
mp-28599,Na4 Br2 O1
mp-28731,V6 C5
mp-28978,Ba2 S3
mp-28980,K3 Bi1 Se3
mp-29009,Li2 Mg1 Br4
mp-29057,Nb3 S1 Br7
mp-29135,Zr6 Co1 As2
mp-2918,Y1 Cu1 O2
mp-29379,K3 Bi1 Te3
mp-2964,Na1 N1 O2
mp-29643,Cu1 As1 Se2
mp-29736,Y1 Al1 Ge1
mp-29816,Ag2 Hg1 O2
mp-3006,P2 Pd3 S8
mp-30091,Mg1 B9 N1
mp-30312,Ca2 Si1 Ir2
mp-30341,Ti1 Ag1 Hg2
mp-30408,Mg1 Au3
mp-30435,Ba1 Zn2
mp-30744,Ir1 W1
mp-30774,Mg1 Ni2 Sn1
mp-30790,Zr1 Mo3
mp-30885,Y1 Zn5
mp-30892,Ba4 Bi3
mp-31219,Si3 W5
mp-31383,Hf6 Co1 Bi2
mp-31451,Zr1 Co1 Bi1
mp-31469,Hf5 Cu1 Sn3
mp-31703,Cr1 O1 F3
mp-32686,Co1 O2
mp-33107,S1 F4
mp-3340,Ta1 Al1 Co2
mp-3348,Li1 B1 Ir1
mp-33526,Li1 Bi1 S2
mp-33551,Li1 Fe5 O8
mp-33683,Ag1 Sb1 Se2
mp-3390,Y1 Cu2 Si2
mp-34,Si1
mp-34081,Na1 Y1 F4
mp-34202,Bi2 Te3
mp-3433,Y1 Mg1 Ni4
mp-3448,K1 Mg1 F3
mp-34579,Na3 Hf1 F7
mp-3477,Mg1 Ag1 As1
mp-3589,B1 P1 O4
mp-4009,Ba1 Pd1 S2
mp-4030,Rb2 Pt3 S4
mp-409,Na1 S1
mp-4109,Ba1 As2 Ru2
mp-4124,Ca1 C1 N2
mp-4152,Ga2 Co1 S4
mp-422,Be1 S1
mp-4364,Nb1 Ga1 Co2
mp-454,Na1 Ga4
mp-4590,Mg1 Ga2 O4
mp-4828,Hf1 Ni2 Sn1
mp-489,Ge4 Ir1
mp-505110,Fe1 Cu1 O2
mp-5058,Fe1 Ag1 S2
mp-510456,Zr1 Mo2 O8
mp-510536,Mo1 O2
mp-5109,Y1 Ni2 Ge2
mp-5149,Nb1 Al1 Co2
mp-530074,B4 C1
mp-5377,Y1 Ta1 O4
mp-540111,Fe1 P1 O4
mp-541937,Zn1 In2 S4
mp-542065,Cd1 Ag1 Sb1
mp-549,Sc1 Sb1
mp-549706,Mg1 O1
mp-5498,Ca1 Mn2 As2
mp-5532,Sr2 Ti1 O4
mp-555166,Ba1 Ag2 Sn1 S4
mp-555321,Ba1 Ni1 F4
mp-555483,Si1 O2
mp-556353,Rb2 Na1 Ni1 F6
mp-556546,K2 Ni1 F4
mp-556605,Zr1 O2
mp-557837,Si1 O2
mp-557938,Hf1 V1 F6
mp-558579,Tl1 H1 C1 O2
mp-559276,Al1 B1 Pb1 O4
mp-5606,Al1 Tl1 F4
mp-560620,Ba1 Zr1 P2 O8
mp-567164,B1 Rh1
mp-567750,Sc1 Ru2
mp-568,Ti1 Sb2
mp-568014,Nb3 Bi1
mp-568069,Ti2 Bi1
mp-568121,Mn4 Si7
mp-568320,Y4 Sb3
mp-568402,Sr1 Si2 Pd2
mp-568560,Tl1 Br1
mp-568636,Ti1 Cr2
mp-568865,Zr1 Te1
mp-569788,Li1 Zn1 Ge1
mp-570155,Pt1 N2
mp-570196,Zr5 Sb4
mp-570287,Ta5 Si3
mp-570377,Sn3 As4
mp-570557,Nb1 Co3
mp-570686,Sn1 Bi1
mp-571247,Al3 Mo1
mp-571262,Ca1 Rh2
mp-571619,Hf1 Al1 Pt1
mp-571636,In1 Cl1
mp-5724,Al1 P1 O4
mp-5729,Y1 Ag1 Sn1
mp-578606,Na1 Cu1 O2
mp-581833,Rb1 N3
mp-5866,Mn1 Cu1 Sb1
mp-622209,Al3 Ni1
mp-623,Hg1 Pt1
mp-623134,Zr1 In1 Cu2
mp-624492,Li1 Fe6 Ge4
mp-629458,B1 C2 N1
mp-6304,Sr2 Ga1 Sb1 O6
mp-631320,Tc1 Ir1 Os1
mp-631576,Mo1 Pt2 Br1
mp-6326,Li1 Al1 Si1 O4
mp-636599,Fe1 Sn1 Ru2
mp-637771,Zr1 In1 Ni4
mp-6394,Rb1 Ti1 As1 O5
mp-639662,Cr1 F5
mp-640041,Nb1 Zn16
mp-643009,Sr1 Mg1 H4
mp-643101,Rb2 H6 Pt1
mp-675025,Sb1 Rh1 O4
mp-677103,Rb1 H1 F2
mp-684709,K3 B17
mp-685097,Hf1 O2
mp-6945,Si1 O2
mp-697,Sn1 O2
mp-6985,Ti1
mp-7066,Sc1 Ni1 Ge1
mp-7089,K1 Mg1 Sb1
mp-7104,Cs1 Ca1 F3
mp-7149,Na2 Li1 N1
mp-7187,Ti1 Al1 Ni2
mp-7275,Ba1 Si2
mp-7439,K3 Cu3 P2
mp-7466,Ca1 Cu2 O3
mp-747,Ba1 Pt2
mp-7483,K1 Hg1 F3
mp-7502,K2 Sn2 O3
mp-753197,Hf1 Ti1 O4
mp-753594,Bi1 O1 F1
mp-753657,Ti1 O1 F1
mp-754246,Ti1 Sn1 O3
mp-754538,Hg1 Pt1 O2
mp-754678,Ba1 Ta1 O3
mp-755253,Li1 Zr1 O2
mp-7558,Ta1 Ge2
mp-7559,Y1 Ni4 B1
mp-755974,Na2 Cu1 O2
mp-756436,Fe1 O1
mp-757,Li3 As1
mp-758835,Na1 Cu6 O8
mp-7597,Nb1 Se2
mp-760400,Na5 Bi1 O5
mp-760417,Rb4 I2 O1
mp-760483,Li2 Pd1 O3
mp-761293,Zr1 Co1 O3
mp-762454,Li1 Cr1 O2
mp-7650,Rb1 Sc1 O2
mp-765195,W1 O2 F1
mp-768368,K4 I2 O1
mp-768572,Y1 Al3 O6
mp-771,Mn1 Al1
mp-773137,K1 Ca1 Bi1
mp-7739,Ba2 Zn1 F6
mp-775296,Ti1 Mn1 O4
mp-775761,Ag1 Cl1 O3
mp-7770,Sr1 Zn2 As2
mp-7798,Mg1 Ge1 N2
mp-7879,Sr1 Ag2 Ge2
mp-7904,Cd1 P4
mp-7913,Be1 Si1 N2
mp-7926,Ta1 Se2
mp-7947,Pt1 O1
mp-7948,Re1 Si1
mp-8002,Li1 Ga1 O2
mp-8161,Ca1 Pd1 F4
mp-8180,Li1 N1 O3
mp-819,Hf1 Cr2
mp-8277,Sr1 Cd2 P2
mp-844,Ca3 N2
mp-8456,Sr1 As1 Pt1
mp-8459,Cd1 S1 O4
mp-8468,Sr1 Sb2 Pd2
mp-8547,Pd1 Pt1 F6
mp-861662,Ca1 Zr1 Rh2
mp-861875,Li1 Hf2 Re1
mp-861908,Ta1 Ti1 Ru2
mp-861918,Sc2 Tl1 Cd1
mp-861940,Ca2 Cd1 Sn1
mp-862300,Sc2 Ga1 Os1
mp-862337,Sc2 In1 Ag1
mp-862340,Sc2 Ga1 Cu1
mp-862377,Li1 Be2 Ir1
mp-862445,Ta1 Al1 Os2
mp-862604,Re3 Ni1
mp-862715,Al2 Pd1 Ru1
mp-8635,Zr1
mp-864639,Ta2 Nb1 Os1
mp-864762,Li1 Mg2 Zn1
mp-864877,Hf2 Co1 Re1
mp-864902,Mg1 Tl1 Rh2
mp-864922,Mg1 Zn1 Au2
mp-864934,Mg1 Ag3
mp-864937,Mg3 Sc1
mp-864946,Mn1 Cu1 Pd2
mp-864953,Mn1 V2 Cr1
mp-864966,Mn1 Si1 Ru2
mp-864970,Mn1 Si1 Tc2
mp-865027,Mn3 Ge1
mp-865048,Ti1 Zn1 Ir2
mp-865093,Ti1 Zn1 Ni2
mp-865110,Na1 Mg1 Tl2
mp-865138,Hf2 Mn1 Ir1
mp-865167,Ca2 Cd1 Pb1
mp-865448,Ti1 Ga1 Ru2
mp-865515,Y1 Mg1 Zn2
mp-865554,Mn2 V1 Ge1
mp-865594,Y2 Cu1 Ir1
mp-865625,Na2 Mg1 Sn1
mp-865780,Ti1 Mn2 Ga1
mp-865840,Ti2 Tc1 Ir1
mp-865925,Li1 Zr1 Ir2
mp-865931,Ti2 Tc1 Pd1
mp-866160,Y2 Ag1 Ir1
mp-866291,Ag1 Br1
mp-867125,Al2 Ru1 Pt1
mp-867195,Sr1 Os1 O3
mp-867281,Tc3 Pt1
mp-867287,Li1 In1 Au2
mp-867330,Al2 Fe1 Ni1
mp-867769,Sc1 Zn1 Rh2
mp-867795,Sc1 Nb1 Tc2
mp-867881,Sc1 Tl1 Rh2
mp-867902,Li1 Si1 Rh2
mp-8700,K2 Au3
mp-8842,Ca1 Si1 Pd1
mp-8860,Na3 As1
mp-8891,K2 Zr1 B2 O6
mp-917,Ca1 C2
mp-9179,Ba3 Zr2 S7
mp-9198,Fe1 Si4 P4
mp-924129,Zr1 Ni1 Sn1
mp-9248,Cu2 Si1 S3
mp-944,Al1 B2
mp-9453,Sr2 Zn1 Cu2 S2 O2
mp-948,Zn1 Te1
mp-953,Nb1 Zn3
mp-9548,Ge1 As1
mp-9561,V1 S2
mp-9575,Li1 Be1 Sb1
mp-961659,Ti1 Si1 Pd1
mp-961660,Ti1 Fe1 Se1
mp-961684,Li1 Ca1 As1
mp-961711,Zr1 Si1 Pt1
mp-9716,Ti1 B1 O3
mp-971673,Bi1 S2
mp-971826,Tl3 H1
mp-971933,Y1 Zr1
mp-972,Mn1 Se1
mp-972066,Zr1 Al1 O3
mp-972238,Ti2 V1 Ir1
mp-972241,Ti2 Re1 Tc1
mp-972794,Si1 Sb3
mp-972866,Sc2 Pd1 Au1
mp-973088,Mg1 In1 Ag2
mp-973149,Mn3 Al1
mp-973443,Hf2 Re1 Tc1
mp-974416,Re3 W1
mp-975834,Mo1 Ru3
mp-976799,Ni3 Bi1
mp-977140,Na1 Ta3
mp-977189,Na3 Bi1
mp-977573,Hf1 H3
mp-977578,Zr2 Tc1 Pd1
mp-978256,Mg2 Tl1 Pb1
mp-978500,Si2 Tc1 Os1
mp-978987,Sr1 Ge3 Pd1
mp-981365,V2 Re1 Ru1
mp-981384,Sc1 Os3
mp-982048,Ge2 O3
mp-982725,Nb2 Ru1 W1
mp-9845,Rb1 Ca1 As1
mp-985585,Li3 Cl1 O1
mp-985626,Na3 Mn2 Sb1 O6
mp-989545,Rb2 Na1 Sb1 Cl6
mp-989548,Rb2 Na1 Tl1 F6
mp-989580,Cs2 K1 N1 F6
mp-9898,Ba1 Cu1 As1
mp-9939,Hf2 Ge1
mp-9957,V2 Ge1 C1
mp-997010,Tl1 Ag1 O2
mp-997030,Ca1 Ag1 O2
mp-997041,Na1 Cu1 O2
mp-998527,Ni1 Bi1 O3
mp-9989,Nb2 As1 C1
mp-998903,Ti1 N1
mp-999052,Ti2 Mn1 Al1
mp-999117,Tc1 N1
mp-999540,Mn1 Se1
mp-999549,W1 N2
mvc-10883,Y1 Mn1 O3
mvc-11732,Y1 Co1 O3
mvc-3453,Sb1 F5
mp-1002124,Hf1 C1
mp-1004526,W1 S1
mp-10057,V1 Co1 B3
mp-1006887,Cd1 C1
mp-1007690,Hg1 Pt3
mp-1007770,Tl1 As1
mp-1008523,B1 C2 N1
mp-1008525,B2 C1 N1
mp-1008632,V2 C1
mp-1008728,Ni1
mp-1008835,Os1 C2
mp-1009077,Fe1 H1
mp-10092,K1 Cu4 Se3
mp-1009471,Nb1 N1
mp-1009735,Re1 C1
mp-1009835,Ta1 C1
mp-1010,Mn1 B4
mp-1010071,Cr1 Co1
mp-1013550,Ca3 Sb1 P1
mp-1014168,Cs1 Pb1 Br3
mp-1014246,Zr1 B1
mp-1014257,Ti3 Zn1 N1
mp-1016197,Mg1 Si1 As2
mp-1016848,Sr1 Ir1 O3
mp-1016900,Ca1 Os1 O3
mp-1016926,Zn1 Ir1 O3
mp-10178,Li1 Mg1 P1
mp-1018028,Ti1 S1
mp-1018054,Hf1 Pt3
mp-1018066,Cr1 Sn1 Rh2
mp-1018098,Ba2 Br1 N1
mp-1018148,Sc1 Au2
mp-1018179,Al1 Au2
mp-1018726,Hf1 V1 Ge1
mp-1018786,Li1 Mn1 Sb1
mp-1019262,Ta2 N3 O1
mp-1019564,Ca6 Ge2 O1
mp-1019584,Ca1 Al2 Si1 O6
mp-1019612,Cs4 Zn1 O3
mp-102,Co1
mp-1020703,Si1 Ge1 N2 O1
mp-1022724,Ca1 C4
mp-1022732,Fe1 Bi1 As1 O1
mp-1023132,K2 Cu1 Cl2 F2
mp-1025213,In1 P1 Pt5
mp-1025324,Si1 Sn1 Pt5
mp-1025329,Tl1 Si1 Pt5
mp-10270,Sc1 Co3 C1
mp-10293,Ba1 C2
mp-1029349,Y4 Se3 N2
mp-1029396,Sr1 Hf1 N2
mp-1029424,Li1 Ti2 N3
mp-1029442,Mg2 Ta1 N3
mp-1029490,Sr3 B3 N5
mp-1029580,Sr4 Zr1 N4
mp-1029592,Li3 Y1 N2
mp-1029921,Ca3 Al3 N5
mp-10394,Cr1 Co1 Ge1
mp-10413,Ag1 B1 C4 N4
mp-1046,Nb1 Sn2
mp-10492,Rb2 Si1 F6
mp-10521,Y1 Al2 Ge2
mp-10666,Mn3 Ag1 N1
mp-10706,Zr1 Ru3 C1
mp-1078,Ca1 Cd2
mp-10848,As1 Pd1 S1
mp-1090,Fe1 Se1
mp-10952,Cu2 Hg1 Ge1 S4
mp-1111,Mn5 Si3
mp-11113,Ti1 Te1 As1
mp-1120,Mo3 Ir1
mp-11263,Zr3 Au1
mp-11287,Ca1 Hg2
mp-11360,Sc1 Ga1 Cu2
mp-11401,Sc1 Ga2 Ni1
mp-1143,Al2 O3
mp-11430,Ca3 Al7 Ag2
mp-1153,Li2 S1
mp-11578,V1 Zn3
mp-11714,Si1 C1
mp-11719,K4 Zn1 P2
mp-11872,Ag2 O3
mp-11959,Ca1 Sn2 Rh1
mp-12077,Y1 Fe2 B2
mp-1220,Be5 Au1
mp-1233,Cu6 Sn5
mp-1252,Zr1 Be2
mp-12580,Li2 Cd1 Sn1
mp-12614,Ca2 Cu1
mp-12635,Ti1 Au4
mp-127,Na1
mp-12952,Hf1 Ga1 Au1
mp-13031,Mg1 Se1
mp-13061,Y2 O3
mp-1307,Li1 Ga1
mp-13085,Mn2 Co1 Sb1
mp-1319,Zr1 Te1
mp-13208,Mg2 Pt1
mp-13240,Sc1 In1 Cu4
mp-1331,Y1 Cd2
mp-13365,Sr1 Zn2
mp-1340,Ga2 Se3
mp-13444,Li1 Sn1
mp-13447,Zn13 Rh1
mp-13472,Hf1 Si1 Rh1
mp-13513,Sr1 Ni1 Ge2
mp-1359,Nb1 Ir1
mp-13660,Ca4 Sb2 O1
mp-13683,Hf1 Ge2
mp-13725,Li3 P1 O4
mp-13916,Li1 Ca1 Si2
mp-1394,Rb2 O1
mp-1399,Al1 Au1
mp-1400,Hf1 W2
mp-1409,Ti1 Ni3
mp-14338,Cs2 Pt3 Se4
mp-1477,Ba1 Si2
mp-1490,Al1 Au4
mp-15120,Rb1 Fe2 Se3
mp-1523,Zr1 P2
mp-15254,Li3 Al1 F6
mp-15608,Ba1 Mn2 As2
mp-15619,Ga1 As1
mp-15639,Hg1 Rh1 F6
mp-1604,Pt3 O4
mp-16304,Y1 P1 Pt1
mp-16421,Zr2 Cu1 Sb3
mp-16528,Al6 Re1
mp-16719,Al12 Tc1
mp-1698,Sr1 Sn1
mp-17045,Hf3 Rh5
mp-17092,Sc1 Sn1 Pd1
mp-1749,Ca1 Al4
mp-17659,Mg23 Al30
mp-17848,Nb3 Si1
mp-17856,Al7 Co1 Cu2
mp-1825,Cu2 Sb1
mp-18775,Fe3 P1 O7
mp-18895,K1 Co1 O2
mp-1894,W1 C1
mp-19147,Ni1 C1 O3
mp-19177,Cr1 O2
mp-19219,Li3 V1 O4
mp-19238,Co1 Pt3 O6
mp-19260,Li2 W1 O4
mp-19284,Ni1 Ag1 O2
mp-193,Zr2 Cu1
mp-19384,Ni1 As2 O6
mp-1941,Ga1 Ni1
mp-1943,Ga1 Se1
mp-19787,Sr1 Ge2 Ru2
mp-1982,Al21 Pt8
mp-19845,Ti1 Pb1 O3
mp-1986,Zn1 O1
mp-19991,Sr1 In4 Pd1
mp-2000,Cu1 Se2
mp-20033,Sn1 Ir1
mp-20175,Sc2 In1 C1
mp-20191,Si3 Ru2
mp-20257,As1 Pd3 Pb2
mp-20363,Li1 Ga2 Pt1
mp-20401,Hf1 Cu1 Si2
mp-20432,Fe2 Ge1
mp-20552,Cr2 As1
mp-20745,Pb1
mp-20812,In1 N1
mp-20826,Cu1 Te1
mp-21027,Ca1 In2 Pt1
mp-21043,Rb1 Pb1 F3
mp-21163,Si1 Pt3
mp-21255,Fe1 Ge1
mp-21405,In1 Se1
mp-21477,Rb1 In4
mp-21662,Ti1 Fe1 Si2
mp-22003,Na1 N3
mp-22036,Zr1 Sb1 Pd1
mp-22179,Y1 Ti1 Si1
mp-22287,Nb1 Ge1 Ir1
mp-22626,Os1 F6
mp-22749,Mn5 C2
mp-22909,Zn1 Cl2
mp-23201,Ba1 Bi3
mp-2337,Hf1 Co2
mp-23486,Rb1 Ni1 Cl3
mp-23713,Ca1 H2
mp-23714,Sr1 H2
mp-23729,Na1 Be1 H3
mp-23850,Na1 H2 N1
mp-241,Cd1 F2
mp-2478,Nb1 Si2
mp-2481,Mg2 Cu1
mp-2488,Si1 Os1
mp-2499,Ba1 Si1
mp-2582,Ti1 Si2
mp-27145,Ca5 Bi3
mp-2728,Mn1 Ir1
mp-27367,Se1 O1 F2
mp-27438,Tl1 Bi1 Te2
mp-27544,Cs3 Bi2 Br9
mp-27682,Na1 Sn1 S2
mp-2773,Be1 Co1
mp-27904,Fe1 Sb1 S1
mp-2811,Mo1 N1
mp-28270,K1 Cu1 S1
mp-28497,Cs2 Cr1 Cl4
mp-29175,Ca2 Au1 N1
mp-29243,Ba3 Sn1 O1
mp-29585,K4 Cd1 As2
mp-29624,Mg2 Al2 Se5
mp-29896,Y2 B3 C2
mp-3031,Ba1 Si2 O5
mp-3033,Rb1 Ta1 O3
mp-30336,Al4 W1
mp-3034,Mg1 Al2 Cu1
mp-30488,Cd1 Hg2
mp-30594,Cu4 Pd1
mp-30595,Cu1 Sn1 Rh2
mp-30686,Zr2 Ga3
mp-30727,Mg1 Cd1 Ag2
mp-3078,Cd1 Si1 As2
mp-30821,Li1 Al2 Rh1
mp-30852,Ti1 Pt8
mp-30866,Rh3 W1
mp-31363,K2 Ta1 Cl6
mp-31457,Zr1 Sb1 Ru1
mp-31468,Li1 Ca1 N1
mp-31510,Nb1 Cu1 Te2
mp-318,Sr1 Ir2
mp-3216,Li2 Zr1 N2
mp-3274,Ni1 Ge1 Pd1
mp-3277,B1 As1 O4
mp-32884,Ag2 S1
mp-3323,Sr1 Zr1 O3
mp-335,Ba1 Ga4
mp-33708,Mn1 Fe2 O4
mp-3376,Sr2 Sn1 O4
mp-3486,K1 Sn1 Sb1
mp-3504,Nb1 Ni2 Sn1
mp-351,Si1 Ni1
mp-3623,Mn1 Al1 Co2
mp-38103,Na1 Cl1 O4
mp-38725,Na1 B1 H4
mp-3927,Ca1 As1 Au1
mp-4054,Y1 Al3 Ni1
mp-4175,Zn1 Sn1 P2
mp-4200,Sc1 P1 O4
mp-4226,Li1 Cr1 S2
mp-4255,Ba1 Cu2 S2
mp-427,Fe1 As1
mp-4321,Mg1 Si1 O3
mp-4385,Cd1 C1 O3
mp-4483,Ag1 As1 Se2
mp-4495,K1 Li1 Te1
mp-451,Zr1 B1
mp-4529,K2 S1 O4
mp-4613,Zr2 Sn1 C1
mp-4711,Li2 Cu1 O2
mp-481,Sc1 Pt3
mp-4842,Al2 Zn1 S4
mp-4908,Y1 Co2 Ge2
mp-492,Ti1 N1
mp-496,Sr1 Si2
mp-4984,Si1 B2 Mo5
mp-4989,Cr1 Ni1 As1
mp-504723,Ba2 Ni1 W1 O6
mp-505803,Mn1 Fe1 As1
mp-505824,Cs2 Pd1 C2
mp-5193,Sr1 Zr1 S3
mp-5229,Sr1 Ti1 O3
mp-5292,Ca1 Si2 Ni2
mp-541047,Zr1 Al1 Pd2
mp-542,Sr1 Hg1
mp-542435,Li3 Sc1 N2
mp-542915,Ti1 Al3
mp-545788,Ba3 Zn1 N2 O1
mp-546200,Tl1 I1 O3
mp-5518,Ga1 Ag1 Se2
mp-551918,Al1 Bi1 O3
mp-552588,Li1 Nb1 O3
mp-5528,Ni3 Sn2 S2
mp-553310,Cs1 Cu1 O2
mp-553939,Ca1 C1 O3
mp-554107,K2 Na4 Ge2 O7
mp-554451,Ba1 Fe1 F4
mp-555280,Zn1 S1
mp-555718,Sr1 Ni1 F6
mp-5558,Na1 Re1 O4
mp-555970,Na1 Tl2 Mo1 F6
mp-556788,Si1 O2
mp-557018,Cs1 Co2 S2
mp-557142,Li2 S1
mp-557762,Ti1 S1
mp-5618,Mg2 As2 O7
mp-564,Te1 Pd1
mp-567276,Ta1 V2
mp-567337,Li1
mp-567636,V1 Fe1 Sb1
mp-567713,Nb3 Te1 I7
mp-568349,Cr1 Fe2 Se4
mp-568564,V3 Cd1
mp-568619,Si1 C1
mp-568809,Ba5 Al5 Pb1
mp-568920,Ca1 Au5
mp-569170,Ca1 Te1
mp-569265,Mg3 Pt1
mp-569396,Ba1 Li2 Mg2 Ge2
mp-569426,Sr1 Zn2
mp-569535,Ca2 Bi1
mp-569628,Ca1 Cd1 Au1
mp-569668,V1 Se1
mp-569815,Si2 Ru1
mp-570256,Ag2 Hg1 I4
mp-570354,Cu1 Br1
mp-570483,V5 Si3
mp-570832,Sr1 Pt5
mp-570904,Ga1 Ni2
mp-570985,Si1 C1
mp-571263,K1 In9 Co2
mp-571350,Ba1 As2 Pd2
mp-571419,Zr2 Al4 C5
mp-571440,K2 Cu1 Br3
mp-571461,K4 Zn1 As2
mp-571555,In1 Cl1
mp-573658,Cs3 B1 As2
mp-5787,Sr1 Cu1 O2
mp-580931,Mg1 Zn5
mp-5827,Ca1 Ti1 O3
mp-583,Co1 As1
mp-583266,Mg1 Zn1
mp-5881,Co1 Sb1 S1
mp-5938,Sr1 Cu2 O3
mp-594,Ni1 S1
mp-620054,Re1 C5 Br1 O5
mp-6204,Cs2 Na1 Sc1 F6
mp-627380,Mn1 Re2 O8
mp-635966,Mo1 O2
mp-637614,Zn3 In2 S6
mp-638729,Cs2 Zr1 Cl6
mp-646824,Ca3 Ag8
mp-647164,Cu12 Sb4 S13
mp-6494,K2 Ca1 C2 O6
mp-662,Ni1 Se1
mp-6654,Cs2 Li1 Ga1 F6
mp-6686,K2 Na1 In1 F6
mp-669918,V1 Sn1 Rh2
mp-672265,Cu3 Pd1
mp-673247,Y2 O3
mp-680580,Zn3 As2
mp-690490,Ti1 V1 O4
mp-690544,Ga2 Fe1 O4
mp-6947,Si1 O2
mp-7262,Zn1 As2
mp-7400,Na1 Al1 Ge1
mp-754157,Al1 In1 O3
mp-754185,Y2 Mg1 Ni2
mp-754401,Al2 O3
mp-754779,Li2 Nb1 S3
mp-754912,Li1 Cu1 O2
mp-754954,Ag2 Se1
