material_id,MagpieData avg_dev Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData avg_dev Row,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData mean NpValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber,elasticity.K_VRH predicted
mp-23432,19.11111111111111,9.0,94.0,65.33333333333333,37.55555555555556,9.0,53.5,1000.0,408.3666666666666,394.4222222222222,53.5,2.0,1.5555555555555554,124.66666666666667,0.89,3.09,2.6766666666666663,0.89,3.3333333333333335,5.333333333333333,2.2222222222222223,2.0,0.0,0.0,0.6666666666666666,0.4444444444444445,63.59,32.598333333333336,20.66111111111111,9.7075,2.493,1.4876666666666667,102.66666666666667,45.90546428571429
mp-554822,12.111111111111112,5.0,87.0,79.33333333333333,12.388888888888893,87.0,54.8,903.78,189.86416666666665,180.08555555555554,54.8,1.0,1.0,93.75,0.79,2.65,2.895,3.44,3.4166666666666665,6.166666666666667,1.4722222222222225,6.0,0.0,1.0,2.1666666666666665,0.4166666666666666,115.765,22.10878968253333,17.338386243377776,9.105,1.625,0.2708333333333333,41.25,50.53819999999998
mp-13868,11.84,62.0,93.0,86.8,9.920000000000002,93.0,53.5,1828.05,408.40999999999997,567.856,53.5,10.0,0.9600000000000002,73.4,2.2,1.7799999999999998,3.624,3.98,4.0,7.6,0.9599999999999997,7.0,0.0,0.0,0.8,0.31999999999999995,14.41,10.648,1.5048000000000001,9.7075,1.97,1.576,57.0,30.892446031746022
mp-8399,20.4,5.0,93.0,70.8,26.639999999999997,93.0,53.5,594.22,211.262,189.3144,53.5,1.0,1.6799999999999997,111.8,0.79,3.19,2.884,3.98,3.0,6.8,2.3200000000000003,7.0,0.0,0.0,0.8,0.31999999999999995,115.765,32.8765,33.1554,9.7075,1.97,1.182,93.6,72.34310476190471
mp-481,21.375,11.0,63.0,50.0,19.5,63.0,1814.0,2041.4,1984.5500000000002,85.27499999999998,2041.4,3.0,0.75,144.5,1.36,0.9199999999999997,2.05,2.28,0.0,18.75,7.875,24.0,3.0,2.0,3.75,2.625,22.235,16.82375,2.7056250000000004,15.02,0.0,0.0,217.25,185.46384880952394
mp-924129,7.5555555555555545,44.0,80.0,61.666666666666664,12.222222222222221,44.0,505.08,2128.0,1453.6933333333334,632.4088888888889,505.08,4.0,0.44444444444444436,146.0,1.33,0.6299999999999999,1.7333333333333334,1.33,0.6666666666666666,9.333333333333334,3.5555555555555554,4.0,3.3333333333333335,2.0,4.666666666666667,2.2222222222222223,33.285,22.266666666666666,7.964444444444443,10.32,0.0,0.0,186.66666666666666,117.29483333333339
mp-16246,13.111111111111112,66.0,85.0,73.66666666666667,7.555555555555557,66.0,594.22,1337.33,945.11,261.47999999999996,594.22,11.0,0.44444444444444436,139.66666666666666,1.69,0.8500000000000001,2.0933333333333333,1.69,1.0,17.333333333333332,5.111111111111111,12.0,0.0,0.0,1.3333333333333333,1.111111111111111,31.56,22.584999999999997,5.983333333333332,16.7,0.0,0.0,195.0,62.524392316017305
mp-975359,4.0,4.0,84.0,56.4,22.080000000000002,55.0,312.46,1811.0,1222.892,470.48640000000006,1090.0,1.0,0.3200000000000001,144.4,0.82,1.3600000000000003,1.768,1.83,1.2,9.4,4.4799999999999995,8.0,1.6,1.0,3.0,0.8,90.7225,31.3065,23.766399999999997,10.73,0.0,0.0,203.8,49.30950119047625
mp-1038,7.555555555555556,64.0,68.0,65.33333333333333,1.7777777777777761,64.0,923.0,1357.77,1212.8466666666666,193.23111111111112,1357.77,2.0,0.4444444444444445,135.0,1.31,0.5899999999999999,1.7033333333333331,1.9,0.0,8.0,4.0,11.0,0.0,0.0,0.6666666666666666,0.4444444444444445,22.89,15.01,5.253333333333333,11.07,0.0,0.0,214.66666666666666,98.16953730158728
mp-3849,23.125,55.0,88.0,76.75,11.25,88.0,388.36,1811.0,791.1800000000001,509.91,388.36,8.0,1.0,121.75,1.62,0.96,2.1525,2.58,2.25,11.75,7.625,6.0,1.0,2.0,3.25,1.25,26.91,22.3034375,5.786718749999999,25.786875,2.202,1.101,140.75,65.1721571428572
mp-600089,16.080000000000002,5.0,95.0,74.2,27.679999999999996,95.0,265.8,600.61,339.92,104.27600000000002,265.8,1.0,0.96,150.0,0.79,2.17,2.4,2.96,3.4,16.0,6.0,17.0,0.0,1.0,1.6,0.9600000000000002,115.765,46.463,27.720799999999997,29.48,1.457,0.8742000000000001,129.2,15.42715714285714
mp-753722,6.5,1.0,88.0,60.25,29.625,88.0,388.36,1357.77,647.0450000000001,355.3625,388.36,1.0,0.5,117.5,0.98,1.6,2.01,2.58,2.0,6.0,2.5,6.0,0.0,1.0,1.5,0.5,25.786875,19.809270833324998,5.9776041666749995,25.786875,2.202,1.101,148.5,47.23586792929293
mp-20860,9.52,52.0,80.0,62.6,12.72,52.0,505.08,3823.0,1777.016,818.3936000000001,1519.0,7.0,0.7200000000000001,126.4,1.55,0.9999999999999998,1.832,1.55,0.8,7.8,2.4799999999999995,7.0,3.0,4.0,4.6,0.4800000000000001,33.285,14.07755172414,7.682979310343998,10.4875862069,4.496,0.8992000000000001,197.2,181.89016190476212
mp-8790,19.5,9.0,87.0,57.166666666666664,32.11111111111111,87.0,54.8,1357.77,587.0283333333333,532.2283333333334,54.8,2.0,1.6666666666666667,126.66666666666667,0.89,2.55,2.3333333333333335,3.44,2.0,5.5,2.3333333333333335,6.0,0.0,0.0,1.1666666666666667,0.8333333333333334,63.59,27.594166666666666,23.997222222222224,9.105,0.0,0.0,119.83333333333333,71.83680555555554
mp-28376,18.36734693877551,64.0,93.0,85.0,11.428571428571429,93.0,53.5,1357.77,423.2285714285714,528.1836734693877,53.5,11.0,1.2244897959183676,79.0,1.9,2.08,3.4771428571428564,3.98,3.5714285714285716,10.142857142857142,4.489795918367347,7.0,0.0,1.0,1.0,0.0,16.7,10.901071428571427,1.7051020408163262,9.7075,1.97,1.407142857142857,75.0,53.408149999999964
mp-13109,22.560000000000002,8.0,87.0,62.8,29.04,87.0,54.8,2506.0,744.08,827.1360000000001,54.8,2.0,1.6799999999999997,113.6,0.95,2.49,2.5140000000000002,3.44,2.4,7.6,4.159999999999999,6.0,1.6,0.0,2.8,2.0799999999999996,54.23,20.749,13.972799999999998,9.105,0.0,0.0,91.0,157.90458805916202
mp-20305,8.0,75.0,84.0,79.5,4.5,75.0,429.75,1090.0,759.875,330.125,429.75,13.0,0.5,130.5,1.78,0.40000000000000013,1.98,1.78,2.0,14.0,1.0,13.0,0.0,3.0,4.0,1.0,24.26,23.2175,1.0425000000000004,22.175,0.0,0.0,152.5,59.63616764989403
mp-29379,19.95918367346939,3.0,90.0,52.142857142857146,42.122448979591844,3.0,336.53,722.66,531.7099999999999,167.29714285714286,336.53,1.0,0.6122448979591837,167.28571428571428,0.82,1.2800000000000002,1.5400000000000003,0.82,2.142857142857143,11.428571428571429,8.938775510204081,1.0,0.0,1.0,1.7142857142857142,0.6122448979591837,73.1066666667,50.93714285714285,19.002448979620404,34.7633333333,0.464,0.19885714285714287,165.0,19.797752380952364
mp-775757,28.444444444444446,45.0,87.0,73.0,18.666666666666668,87.0,54.8,2506.0,871.8666666666667,1089.4222222222222,54.8,4.0,1.777777777777778,102.33333333333333,1.3,2.1399999999999997,2.7266666666666666,3.44,2.6666666666666665,10.0,5.333333333333333,6.0,2.6666666666666665,2.0,4.0,2.6666666666666665,22.2,13.469999999999999,5.819999999999999,9.105,0.0,0.0,72.66666666666667,215.44639434731906
mp-1025293,3.3061224489795933,62.0,84.0,67.0,7.142857142857143,62.0,429.75,1828.05,1522.857142857143,435.9897959183673,1828.05,10.0,0.24489795918367374,136.57142857142858,1.78,0.42000000000000015,2.1371428571428575,2.2,0.5714285714285714,11.142857142857142,1.6326530612244896,10.0,0.0,0.0,1.1428571428571428,1.6326530612244896,24.26,16.92642857142857,3.594897959183673,14.41,0.0,0.0,204.28571428571428,139.33932738095237
mp-647164,9.151010701545777,64.0,88.0,77.65517241379311,11.300832342449462,88.0,388.36,1357.77,860.5875862068966,423.37645659928654,388.36,11.0,0.6183115338882282,120.86206896551724,1.9,0.6800000000000002,2.2255172413793103,2.58,2.206896551724138,9.310344827586206,2.967895362663496,6.0,0.0,1.0,1.7241379310344827,0.5992865636147444,31.56,20.493426724137933,7.798697978596906,25.786875,2.202,0.9871034482758619,147.3793103448276,66.0453408369408
mp-1029,20.88888888888889,9.0,93.0,65.0,37.333333333333336,93.0,53.5,1000.0,369.0,420.6666666666667,53.5,2.0,1.777777777777778,109.66666666666667,0.89,3.09,2.9499999999999997,3.98,3.3333333333333335,5.333333333333333,2.2222222222222223,7.0,0.0,0.0,0.6666666666666666,0.4444444444444445,63.59,27.668333333333333,23.947777777777777,9.7075,1.97,1.3133333333333332,86.33333333333333,53.84592142857143
mp-862655,11.25,51.0,56.0,54.75,1.875,56.0,2607.0,3695.0,2879.0,408.0,2607.0,6.0,0.375,150.0,2.2,0.1599999999999997,2.24,2.2,0.0,11.0,4.5,8.0,3.75,4.0,4.5,0.75,16.05,14.145,0.9525000000000001,13.51,0.0,0.0,202.75,293.90071309523785
mp-754084,9.760000000000002,64.0,93.0,80.2,12.959999999999999,64.0,53.5,1357.77,575.4680000000001,625.8416,53.5,11.0,0.96,88.8,1.9,2.08,3.04,1.9,2.8,8.4,2.08,7.0,0.0,1.0,1.2,0.31999999999999995,11.07,10.132,0.7504000000000002,9.7075,1.97,0.788,98.4,93.01072380952382
mp-10106,5.777777777777778,7.0,84.0,32.666666666666664,34.22222222222222,7.0,1090.0,1115.0,1106.6666666666667,11.111111111111086,1115.0,2.0,0.0,157.0,1.0,1.1800000000000002,1.3933333333333333,1.0,1.0,6.333333333333333,5.777777777777779,2.0,0.0,0.0,1.0,1.3333333333333333,37.77,32.571666666666665,6.931111111111114,37.77,0.0,0.0,205.33333333333334,33.4430138888889
mp-1963,2.0,47.0,59.0,53.0,6.0,47.0,2237.0,2750.0,2493.5,256.5,2237.0,5.0,0.0,153.0,1.6,0.6799999999999997,1.94,1.6,0.0,7.0,2.0,5.0,4.0,3.0,5.0,2.0,18.18,15.91,2.2699999999999996,13.64,0.0,0.0,227.0,221.59966746031745
mp-7618,20.160000000000004,5.0,93.0,58.5,41.4,93.0,53.5,1799.0,302.477,299.30460000000005,53.5,1.0,1.8,126.4,0.79,3.19,2.747,3.98,3.0,4.8,2.6399999999999997,7.0,0.9,1.0,1.8,1.4400000000000002,115.765,43.7905,43.1847,9.7075,1.97,1.182,97.1,30.0672130952381
mp-7892,8.319999999999999,52.0,73.0,64.2,9.76,52.0,933.47,2348.0,1733.4940000000001,491.60480000000007,1519.0,7.0,0.8,113.4,1.55,0.49,1.7579999999999998,1.55,0.6,4.6,1.92,3.0,2.0,5.0,5.0,0.0,16.48,10.36003448276,2.550027586208,7.1725,1.524,0.6096,198.2,212.36806881419227
mp-972275,18.75,43.0,56.0,49.0,6.0,43.0,1941.0,3459.0,2487.0,546.0,1941.0,4.0,0.75,154.25,1.54,0.6600000000000001,1.7950000000000002,1.54,0.0,9.25,5.875,4.0,6.0,4.0,6.25,1.75,16.69,15.38625,1.3037500000000009,16.69,0.0,0.0,194.0,218.6160642857143
mp-867874,15.25,46.0,67.0,56.25,5.375,56.0,1560.0,2607.0,2239.25,367.75,2607.0,2.0,1.0,135.25,1.57,0.6300000000000001,1.9000000000000001,2.2,0.0,5.75,2.25,8.0,3.25,0.0,3.75,1.875,13.51,11.98,2.045,13.51,0.0,0.0,202.75,249.4472452380952
mp-30381,26.0,1.0,74.0,35.5,34.5,1.0,302.91,1337.33,636.905,350.2125,453.69,1.0,1.5,128.5,0.98,1.56,1.5775000000000001,0.98,0.25,10.0,9.0,1.0,0.0,1.0,2.0,1.5,18.8575,17.18604166665,0.8357291666750006,16.5933333333,0.0,0.0,186.75,58.99003095238093
mp-570213,33.55555555555555,1.0,86.0,51.666666666666664,33.77777777777778,1.0,453.69,923.0,640.3633333333333,188.42444444444445,453.69,1.0,1.5555555555555554,139.0,0.98,1.04,1.4366666666666668,0.98,1.0,10.666666666666666,12.222222222222223,1.0,0.0,0.0,1.3333333333333333,1.111111111111111,32.95,24.144444444433333,5.8703703703777785,16.5933333333,0.0,0.0,145.0,41.22979523809525
mp-6353,7.6923076923076925,12.0,82.0,69.61538461538461,17.727810650887577,82.0,63.05,3823.0,1119.0230769230768,974.744378698225,63.05,3.0,0.8284023668639053,102.0,1.22,1.82,2.371538461538462,3.04,2.1538461538461537,4.3076923076923075,0.6390532544378698,5.0,1.3846153846153846,3.0,4.3076923076923075,1.4437869822485205,32.365,18.518653846153846,5.442781065088758,14.76875,6.437,3.5546153846153845,204.15384615384616,147.16721984127003
mp-715,16.444444444444443,44.0,60.0,54.666666666666664,7.111111111111112,60.0,2128.0,2739.0,2535.3333333333335,271.5555555555555,2739.0,4.0,0.44444444444444436,152.33333333333334,1.33,0.8700000000000001,1.9100000000000001,2.2,0.0,16.666666666666668,8.444444444444445,23.0,4.666666666666667,3.0,4.666666666666667,2.2222222222222223,23.195,17.205000000000002,3.9933333333333336,14.21,0.0,0.0,214.66666666666666,243.5364642857144
mp-770618,5.119999999999999,52.0,87.0,76.2,12.959999999999999,87.0,54.8,1519.0,521.28,559.7760000000001,54.8,2.0,0.72,95.6,1.31,2.13,2.636,3.44,2.4,5.4,1.3599999999999999,6.0,1.0,0.0,2.2,1.12,22.89,12.13851724138,4.300593103448,9.105,0.0,0.0,89.4,133.41727911255413
mp-568671,4.21875,46.0,78.0,58.0,15.0,46.0,1687.0,2183.0,1997.0,232.5,2183.0,5.0,0.46875,137.25,1.63,0.27,1.7312499999999997,1.63,0.75,4.625,0.46875,5.0,4.375,4.0,5.875,1.40625,20.44,15.79625,3.4828125000000005,13.01,0.773,0.289875,228.25,189.05411666666694
mp-569837,10.875,43.0,85.0,53.5,15.75,43.0,903.78,1941.0,1681.695,388.95750000000004,1941.0,4.0,0.375,154.75,1.54,0.5099999999999998,1.6675,1.54,0.75,6.75,4.125,4.0,6.0,3.0,6.75,1.875,31.56,20.407500000000002,5.57625,16.69,0.0,0.0,187.0,127.73101785714294
mvc-11693,4.5600000000000005,43.0,87.0,75.4,13.919999999999998,87.0,54.8,1941.0,607.7740000000001,663.5688,54.8,4.0,0.72,95.8,1.54,1.9,2.694,3.44,2.6,5.0,1.2,6.0,1.6,2.0,3.8,2.16,16.69,12.097,3.5904,9.105,0.0,0.0,91.0,177.47440802928597
mp-2695,11.111111111111112,57.0,85.0,75.66666666666667,12.444444444444443,85.0,903.78,3306.0,1704.5199999999998,1067.6533333333334,903.78,8.0,0.44444444444444436,140.66666666666666,2.05,0.15000000000000036,2.1,2.05,2.0,17.333333333333332,3.1111111111111107,15.0,1.3333333333333333,3.0,3.3333333333333335,0.4444444444444445,31.56,25.736666666666665,7.764444444444444,31.56,0.0,0.0,175.33333333333334,123.79490824175821
mp-1013708,15.279999999999998,9.0,85.0,38.8,35.760000000000005,9.0,63.05,1000.0,793.366,292.1264,1000.0,2.0,1.2,171.0,0.89,2.15,1.552,0.89,1.2,5.2,3.9200000000000004,2.0,0.0,0.0,1.2,1.44,63.59,47.41975000000001,19.4043,63.59,6.437,1.2874,209.4,27.3242289682539
mp-7911,7.111111111111111,3.0,87.0,51.333333333333336,32.22222222222222,3.0,54.8,1357.77,583.0333333333333,516.4911111111111,54.8,1.0,0.8888888888888888,133.66666666666666,0.82,2.62,2.0533333333333332,0.82,1.3333333333333333,6.0,3.3333333333333335,1.0,0.0,1.0,1.3333333333333333,0.4444444444444444,73.1066666667,31.093888888899997,28.008518518533332,9.105,0.0,0.0,155.33333333333334,33.091702380952405
mp-989568,14.52,2.0,93.0,63.8,35.879999999999995,93.0,53.5,923.0,221.805,201.96599999999998,53.5,1.0,1.2,113.7,0.79,3.19,2.77,3.98,3.0,4.7,2.7600000000000002,7.0,0.0,0.0,0.9,0.18,115.765,34.19083333333,32.629666666668,9.7075,1.97,1.182,97.1,48.26218333333327
mp-8577,5.6,11.0,77.0,36.8,30.96,11.0,302.91,3823.0,1913.5819999999999,763.7671999999999,1814.0,3.0,0.6399999999999999,141.6,1.36,1.1899999999999997,1.6880000000000002,1.36,0.6,5.2,3.12,3.0,5.4,4.0,7.2,2.16,22.235,18.2405,5.0402,22.235,4.496,0.8992000000000001,168.0,99.3366015873017
mp-8219,8.48,44.0,83.0,67.6,12.319999999999999,64.0,317.3,2128.0,1095.6280000000002,622.6623999999999,317.3,4.0,0.64,130.6,1.33,0.8599999999999999,1.902,1.9,1.2,7.2,3.04,5.0,1.6,1.0,3.2,1.92,23.195,18.09509523808,5.620076190464,11.07,1.625,0.65,129.6,136.72288650793658
mp-504729,19.11111111111111,5.0,93.0,70.0,30.666666666666668,93.0,53.5,1828.05,305.80333333333334,338.2770370370371,53.5,1.0,1.6296296296296298,107.66666666666667,0.79,3.19,3.0733333333333333,3.98,3.3333333333333335,6.0,2.2222222222222223,7.0,0.0,0.0,0.8888888888888888,0.1975308641975309,115.765,33.79833333333333,36.42962962962963,9.7075,1.97,1.3133333333333335,85.88888888888889,22.600282142857147
mp-865948,19.0,43.0,59.0,49.75,6.75,43.0,1941.0,3459.0,2394.5,532.25,1941.0,4.0,0.75,153.25,1.54,0.7399999999999998,1.815,1.54,0.0,9.5,5.75,4.0,5.75,3.0,6.0,2.0,16.69,15.418750000000001,1.2712500000000007,16.69,0.0,0.0,201.75,215.66154404761917
mp-13993,3.6,43.0,88.0,71.8,19.44,88.0,388.36,1941.0,988.116,719.7072000000001,388.36,4.0,0.48,123.4,1.54,1.04,2.201,2.58,2.4,5.8,1.08,6.0,2.6,2.0,3.8,2.5200000000000005,25.786875,21.511125,5.130899999999999,25.786875,2.202,1.3212,122.7,71.55827301587308
mp-867835,17.5,56.0,78.0,64.25,8.25,56.0,1560.0,2607.0,2115.25,491.75,2607.0,2.0,1.25,124.75,1.57,0.6300000000000001,1.9675,2.2,0.5,5.5,2.5,8.0,1.5,0.0,3.0,1.5,20.44,13.8375,3.3012500000000005,13.51,0.773,0.19325,202.25,239.16792619047618
mp-867163,13.875,8.0,65.0,36.0,28.0,8.0,1050.0,2041.4,1344.0825,348.65875,1050.0,2.0,0.375,167.75,0.95,1.3299999999999998,1.5274999999999999,0.95,0.0,9.75,7.75,2.0,0.25,0.0,0.75,0.75,54.23,34.9525,19.2775,54.23,0.0,0.0,225.0,42.69872380952384
mp-6304,15.12,8.0,87.0,69.7,24.68,87.0,54.8,1050.0,363.549,382.62659999999994,54.8,2.0,1.3199999999999998,104.7,0.95,2.49,2.6399999999999997,3.44,2.8,6.8,2.88,6.0,0.0,0.0,2.0,0.8,54.23,21.350749999999998,15.193549999999997,9.105,0.0,0.0,75.2,158.5408817099568
mp-31503,17.448979591836736,68.0,80.0,72.28571428571429,5.510204081632655,68.0,505.08,923.0,773.7428571428571,191.90204081632652,923.0,2.0,0.9183673469387755,140.28571428571428,1.31,0.6499999999999999,1.5421428571428575,1.31,0.7142857142857143,6.285714285714286,5.5102040816326525,2.0,0.0,0.0,1.4285714285714286,1.836734693877551,33.285,26.602499999999996,4.773214285714283,22.89,0.0,0.0,175.07142857142858,41.92146785714283
mp-5292,5.76,7.0,78.0,57.0,20.0,61.0,1115.0,1728.0,1589.0,189.6,1687.0,2.0,0.48,129.2,1.0,0.9099999999999999,1.7239999999999998,1.9,0.8,6.0,3.2,4.0,0.8,0.0,2.4,1.2799999999999998,37.77,19.858,7.6304,10.32,0.773,0.30920000000000003,225.8,104.68963921078911
mp-999207,10.375,11.0,80.0,38.5,27.5,11.0,505.08,1814.0,1413.02,453.97,1814.0,3.0,0.375,154.5,1.36,0.5999999999999999,1.5575,1.36,0.5,6.75,3.75,3.0,5.75,4.0,6.75,2.25,33.285,22.060646551725,5.786530172412499,22.235,0.0,0.0,186.5,75.24100238095235
mp-976408,16.5,1.0,65.0,17.0,24.0,1.0,453.69,1234.93,649.0,292.96500000000003,453.69,1.0,1.125,132.25,0.98,0.95,1.2175,0.98,0.0,3.5,3.75,1.0,0.0,1.0,1.0,0.0,16.5933333333,16.527499999975,0.09874999998749967,16.5933333333,0.0,0.0,228.0,23.828355952380967
mp-21309,26.640000000000004,68.0,90.0,84.2,4.519999999999999,87.0,54.8,923.0,317.56800000000004,315.3216,54.8,2.0,1.48,96.7,1.31,2.13,2.871,3.44,3.2,11.0,7.8,6.0,0.0,0.0,2.2,0.7200000000000001,34.7633333333,16.85033333333,9.294399999996,9.105,0.464,0.046400000000000004,86.8,110.47051626984123
mp-23157,0.0,86.0,86.0,86.0,0.0,86.0,544.4,544.4,544.4,0.0,544.4,15.0,0.0,148.0,2.02,0.0,2.02,2.02,3.0,29.0,0.0,29.0,0.0,3.0,3.0,0.0,32.95,32.95,0.0,32.95,0.0,0.0,12.0,43.02795000000003
mp-9687,23.0,3.0,83.0,38.75,35.75,3.0,317.3,1337.33,581.9224999999999,377.70374999999996,336.53,1.0,0.875,162.25,0.82,1.7200000000000002,1.5925,0.82,0.75,8.0,8.5,1.0,0.0,1.0,1.5,0.75,73.1066666667,46.37089285715,26.735773809549997,73.1066666667,1.625,0.40625,171.25,20.320000000000007
mp-556927,10.0,4.0,93.0,71.83333333333333,28.222222222222225,93.0,53.5,1811.0,389.57666666666665,473.80777777777774,53.5,1.0,1.1111111111111112,96.66666666666667,0.82,3.16,3.095,3.98,3.3333333333333335,6.166666666666667,1.722222222222222,7.0,0.6666666666666666,1.0,1.5,0.8333333333333334,90.7225,23.380416666666665,22.44736111111111,9.7075,1.97,1.3133333333333332,86.33333333333333,40.257415476190516
mp-117,0.0,80.0,80.0,80.0,0.0,80.0,505.08,505.08,505.08,0.0,505.08,14.0,0.0,139.0,1.96,0.0,1.96,1.96,2.0,14.0,0.0,14.0,0.0,4.0,4.0,0.0,33.285,33.285,0.0,33.285,0.0,0.0,141.0,54.92989126984114
mp-37473,5.0,43.0,93.0,79.0,18.0,93.0,53.5,1941.0,525.7,707.6500000000001,53.5,4.0,0.75,85.0,1.54,2.44,3.2350000000000003,3.98,3.5,6.0,1.0,7.0,2.0,1.0,3.0,2.5,16.69,11.3025,2.6937500000000005,9.7075,1.97,0.985,59.0,81.55105792908074
mp-13453,15.75,62.0,67.0,63.25,1.875,62.0,1560.0,1828.05,1761.0375,100.51875000000001,1828.05,2.0,1.125,128.25,1.57,0.6300000000000001,2.0425,2.2,0.0,8.0,3.0,10.0,0.0,0.0,0.0,0.0,14.41,12.780000000000001,2.4449999999999994,14.41,0.0,0.0,217.25,161.36984285714277
mp-5971,28.0,12.0,72.0,52.5,20.25,63.0,1799.0,2348.0,2057.45,145.27499999999986,2041.4,3.0,1.375,136.5,1.22,1.0599999999999998,1.9549999999999998,2.28,0.25,13.5,10.5,24.0,2.75,2.0,4.5,2.5,32.365,17.394375,7.485312500000001,15.02,1.524,0.381,202.5,164.14628809523828
mp-777595,5.055555555555556,1.0,93.0,71.33333333333333,28.88888888888889,93.0,53.5,1811.0,413.115,479.4866666666667,53.5,1.0,0.5555555555555557,81.33333333333333,0.98,3.0,3.1216666666666666,3.98,3.3333333333333335,6.166666666666667,1.722222222222222,7.0,0.6666666666666666,1.0,1.5,0.8333333333333334,16.5933333333,11.02555555555,1.8559259259166663,9.7075,1.97,1.3133333333333332,86.33333333333333,44.810341269841274
mp-504543,27.839999999999996,80.0,87.0,84.4,3.1199999999999988,87.0,54.8,600.61,254.01800000000003,239.0616,54.8,14.0,1.6799999999999997,96.6,1.96,1.48,2.9219999999999997,3.44,3.2,12.0,7.2,6.0,0.0,2.0,2.8,0.96,33.285,17.741999999999997,10.364399999999998,9.105,0.0,0.0,80.4,168.98918174603185
mp-10909,27.555555555555554,54.0,73.0,60.333333333333336,8.444444444444445,54.0,933.47,3459.0,2617.1566666666668,1122.4577777777777,3459.0,7.0,1.3333333333333333,141.0,1.61,0.2899999999999998,1.8033333333333335,1.9,0.3333333333333333,15.0,8.0,21.0,3.3333333333333335,5.0,5.0,0.0,16.48,15.263333333333334,0.8111111111111118,14.655,0.0,0.0,204.33333333333334,261.73972857142894
mp-3666,21.2,1.0,87.0,62.0,30.0,87.0,54.8,3290.0,781.618,1003.3528,54.8,1.0,1.2799999999999998,99.2,0.98,2.46,2.56,3.44,2.4,7.6,4.56,6.0,1.4,1.0,2.8,1.6799999999999997,18.12,12.40566666666,3.9607999999919996,9.105,0.0,0.0,98.8,144.52912691197704
mp-1016929,11.52,59.0,87.0,77.6,11.280000000000001,87.0,54.8,2237.0,664.88,732.096,54.8,2.0,0.96,96.2,1.31,2.13,2.782,3.44,2.4,5.8,1.52,6.0,0.4,0.0,1.8,0.72,22.89,12.769,4.396800000000001,9.105,0.0,0.0,91.0,138.65261984126982
mp-1002109,2.0,46.0,58.0,52.0,6.0,46.0,1768.0,2183.0,1975.5,207.5,1768.0,5.0,0.0,139.5,1.63,0.25,1.755,1.63,0.0,7.0,2.0,5.0,5.0,3.0,5.0,2.0,13.01,11.6275,1.3825000000000003,10.245,0.0,0.0,211.5,201.3413285714286
mp-13099,16.0,12.0,82.0,47.0,35.0,12.0,63.05,1799.0,931.025,867.975,63.05,3.0,1.5,130.5,1.22,1.82,2.13,1.22,1.5,4.0,1.0,3.0,4.5,3.0,6.0,3.0,32.365,23.566875000000003,8.798125,14.76875,6.437,3.2185,194.0,143.21915238095224
mp-973053,7.5,11.0,92.0,71.75,30.375,92.0,14.01,1814.0,464.0075,674.99625,14.01,1.0,1.125,65.75,1.36,0.8400000000000001,1.9900000000000002,2.2,0.0,1.5,0.75,1.0,2.25,1.0,3.0,3.0,22.235,10.52,5.8575,6.615,7.853,5.889749999999999,194.0,111.89627619047613
mp-864735,19.5,52.0,60.0,54.0,3.0,52.0,1519.0,2739.0,1824.0,457.5,1519.0,7.0,0.75,139.5,1.55,0.6500000000000001,1.7125000000000001,1.55,0.0,11.0,6.0,7.0,4.5,3.0,4.5,0.75,14.21,11.418189655175,1.3959051724125007,10.4875862069,0.0,0.0,219.0,212.2208857142858
mp-561830,16.96,5.0,88.0,48.8,35.04,5.0,301.59,1768.0,629.5799999999999,455.36800000000005,301.59,1.0,1.28,164.8,0.79,1.79,1.7240000000000002,0.79,1.6,4.6,2.88,1.0,0.6,1.0,1.8,0.6399999999999999,115.765,58.66975,45.6762,25.786875,2.202,0.8808,158.4,24.21325476190478
mp-31324,20.444444444444443,1.0,75.0,25.666666666666668,32.888888888888886,1.0,429.75,453.69,445.71000000000004,10.639999999999986,453.69,1.0,1.3333333333333333,132.66666666666666,0.98,0.8,1.2466666666666668,0.98,0.3333333333333333,5.0,5.333333333333333,1.0,0.0,1.0,2.3333333333333335,1.777777777777778,24.26,19.148888888866665,3.407407407422223,16.5933333333,0.0,0.0,199.0,32.02883571428573
